ID,Title,Content,Excerpt,Date,"Post Type",Permalink,_catalog,_fixed_price_rules,_has_multi_selling,_is_multi_parent,_la-digue_price,_la-digue_price_method,_la-digue_regular_price,_la-digue_sale_price,_la-digue_sale_price_dates,_la-digue_sale_price_dates_from,_la-digue_sale_price_dates_to,_low_stock_amount,_mahe_price,_mahe_price_method,_mahe_regular_price,_mahe_sale_price,_mahe_sale_price_dates,_mahe_sale_price_dates_from,_mahe_sale_price_dates_to,_max_variation_price,_max_variation_regular_price,_max_variation_sale_price,_min_variation_price,_min_variation_regular_price,_min_variation_sale_price,_praslin_price,_praslin_price_method,_praslin_regular_price,_praslin_sale_price,_praslin_sale_price_dates,_praslin_sale_price_dates_from,_praslin_sale_price_dates_to,_product_video_autoplay,_product_video_code,_product_video_gallery,_sale_price_time_end,_sale_price_time_start,_thumbnail_id,_tiered_price_rules_type,_upsell_skus,_wcfm_new_product_notified,_wcfm_product_approved_notified,_wcfm_product_author,_wcfm_product_views,_wcfmmp_commission,_wcfmmp_processing_time,_wcmp_cancallation_policy,_wcmp_refund_policy,_wcmp_shipping_policy,_wcmp_spmv_map_id,_wcmp_spmv_product,_woo_uom_input,_wp_desired_post_slug,_wp_old_slug,_wp_page_template,_wp_trash_meta_comments_status,_wp_trash_meta_status,_wp_trash_meta_time,_wpnotif_newsletter_created,b2bking_category_users_textarea,b2bking_group_0,b2bking_group_3799,b2bking_group_3800,b2bking_group_b2c,b2bking_product_customrows_group_3799,b2bking_product_customrows_group_3800,b2bking_product_customrows_group_b2c,b2bking_product_pricetiers_group_3799,b2bking_product_pricetiers_group_3800,b2bking_product_pricetiers_group_b2c,b2bking_product_visibility_override,b2bking_regular_product_price_group_3799,b2bking_regular_product_price_group_3800,b2bking_sale_product_price_group_3799,b2bking_sale_product_price_group_3800,b2bking_show_information_table,price1,price2,rs_page_bg_color,Brands,"Product Type","Product Visibility","Product categories","Product tags","Product shipping classes","Image URL","Images Filename","Images Path","Images ID","Images Title","Images Caption","Images Description","Images Alt Text","Attachment URL","Attachments Filename","Attachments Path",Status,"Author ID","Attribute Name (color)","Attribute Value (color)","Attribute In Variations (color)","Attribute Is Visible (color)","Attribute Is Taxonomy (color)","Attribute Position (color)","Stock Status","Regular Price","Sale Price",Featured,Weight,Length,Width,Height,SKU,"Sale Price Dates From","Sale Price Dates To",Price,"Sold IndivIDually","Manage Stock",Stock,Backorders,"Tax Status","Tax Class","Default Attributes","Total Sales","Product Version","Variation Description"
5107,"DEO HUDDLE 2(M) MARYAJ 150 ML",,"1 X 1 PIECE","December 31, 1969",product,https://shop.ewdc.in/product/deo-huddle-2m-maryaj-150-ml/,,[],,,,manual,47,,default,,,,,manual,45,,default,,,,,,,,,,manual,47,,default,,,,,,,,5108,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/DEO-HUDDLE-2M-MARYAJ-150-ML.jpg,DEO-HUDDLE-2M-MARYAJ-150-ML.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DEO-HUDDLE-2M-MARYAJ-150-ML.jpg,5108,"DEO HUDDLE 2(M) MARYAJ 150 ML",,,,,,,publish,17,color,,no,no,no,,instock,45,,no,,,,,AMCRE0212,,,45,no,yes,14.2,no,taxable,standard,,,5.1.0,
5109,"DEO HUDDLE 3(M) MARYAJ 150 ML",,"1 X 1 PIECE","December 31, 1969",product,https://shop.ewdc.in/product/deo-huddle-3m-maryaj-150-ml/,,[],,,,manual,47,,default,,,,,manual,45,,default,,,,,,,,,,manual,47,,default,,,,,,,,5110,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/DEO-HUDDLE-3M-MARYAJ-150-ML.jpg,DEO-HUDDLE-3M-MARYAJ-150-ML.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DEO-HUDDLE-3M-MARYAJ-150-ML.jpg,5110,"DEO HUDDLE 3(M) MARYAJ 150 ML",,,,,,,publish,17,color,,no,no,no,,instock,45,,no,,,,,AMCRE0213,,,45,no,yes,8.6,no,taxable,standard,,,5.1.0,
5111,"DEO HUDDLE 4(M) MARYAJ 150 ML",,"1 X 1 PIECE","December 31, 1969",product,https://shop.ewdc.in/product/deo-huddle-4m-maryaj-150-ml/,,[],,,,manual,47,,default,,,,,manual,45,,default,,,,,,,,,,manual,47,,default,,,,,,,,5112,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/AMCRE0214.jpg,AMCRE0214.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/AMCRE0214.jpg,5112,AMCRE0214,,,,,,,publish,17,color,,no,no,no,,instock,45,,no,,,,,AMCRE0214,,,45,no,yes,21.2,no,taxable,standard,,,5.1.0,
5113,"DEO HUDDLE 5(M) MARYAJ 150 ML",,"1 X 1 PIECE","December 31, 1969",product,https://shop.ewdc.in/product/deo-huddle-5m-maryaj-150-ml/,,[],,,,manual,47,,default,,,,,manual,45,,default,,,,,,,,,,manual,47,,default,,,,,,,,5114,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/DEO-HUDDLE-5M-MARYAJ-150-ML.jpg,DEO-HUDDLE-5M-MARYAJ-150-ML.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DEO-HUDDLE-5M-MARYAJ-150-ML.jpg,5114,"DEO HUDDLE 5(M) MARYAJ 150 ML",,,,,,,publish,17,color,,no,no,no,,instock,45,,no,,,,,AMCRE0215,,,45,no,yes,24.6,no,taxable,standard,,,5.1.0,
5115,"DEO HUDDLE 6(M) MARYAJ 150 ML",,"1 X 1 PIECE","December 31, 1969",product,https://shop.ewdc.in/product/deo-huddle-6m-maryaj-150-ml/,,[],,,,manual,47,,default,,,,,manual,45,,default,,,,,,,,,,manual,47,,default,,,,,,,,5116,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/DEO-HUDDLE-6M-MARYAJ-150-ML.jpg,DEO-HUDDLE-6M-MARYAJ-150-ML.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DEO-HUDDLE-6M-MARYAJ-150-ML.jpg,5116,"DEO HUDDLE 6(M) MARYAJ 150 ML",,,,,,,publish,17,color,,no,no,no,,instock,45,,no,,,,,AMCRE0216,,,45,no,yes,21.2,no,taxable,standard,,,5.1.0,
5117,"DEO HUDDLE 20(M) MARYAJ 150 ML",,"1 X 1 PIECE","December 31, 1969",product,https://shop.ewdc.in/product/deo-huddle-20m-maryaj-150-ml/,,[],,,,manual,47,,default,,,,,manual,45,,default,,,,,,,,,,manual,47,,default,,,,,,,,5118,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/DEO-HUDDLE-20M-MARYAJ-150-ML.jpg,DEO-HUDDLE-20M-MARYAJ-150-ML.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DEO-HUDDLE-20M-MARYAJ-150-ML.jpg,5118,"DEO HUDDLE 20(M) MARYAJ 150 ML",,,,,,,publish,17,color,,no,no,no,,instock,45,,no,,,,,AMCRE0217,,,45,no,yes,21.4,no,taxable,standard,,,5.1.0,
5119,"DEO HUDDLE 21(M) MARYAJ 150 ML",,"1 X 1 PIECE","December 31, 1969",product,https://shop.ewdc.in/product/deo-huddle-21m-maryaj-150-ml/,,[],,,,manual,47,,default,,,,,manual,45,,default,,,,,,,,,,manual,47,,default,,,,,,,,5120,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/DEO-HUDDLE-21M-MARYAJ-150-ML.jpg,DEO-HUDDLE-21M-MARYAJ-150-ML.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DEO-HUDDLE-21M-MARYAJ-150-ML.jpg,5120,"DEO HUDDLE 21(M) MARYAJ 150 ML",,,,,,,publish,17,color,,no,no,no,,instock,45,,no,,,,,AMCRE0218,,,45,no,yes,6,no,taxable,standard,,,5.1.0,
5121,"DEO HUDDLE 7(F) MARYAJ 150 ML",,"1 X 1 PIECE","December 31, 1969",product,https://shop.ewdc.in/product/deo-huddle-7f-maryaj-150-ml/,,[],,,,manual,52,,default,,,,,manual,50,,default,,,,,,,,,,manual,52,,default,,,,,,,,5122,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/DEO-HUDDLE-7F-MARYAJ-150-ML.jpg,DEO-HUDDLE-7F-MARYAJ-150-ML.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DEO-HUDDLE-7F-MARYAJ-150-ML.jpg,5122,"DEO HUDDLE 7(F) MARYAJ 150 ML",,,,,,,publish,17,color,,no,no,no,,outofstock,50,,no,,,,,AMCRE0219,,,50,no,yes,0,no,taxable,standard,,,5.1.0,
5123,"DEO HUDDLE 10(F) MARYAJ 150 ML",,"1 X 1 PIECE","December 31, 1969",product,https://shop.ewdc.in/product/deo-huddle-10f-maryaj-150-ml/,,[],,,,manual,47,,default,,,,,manual,45,,default,,,,,,,,,,manual,47,,default,,,,,,,,5124,,a:0:{},,,,1,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/DEO-HUDDLE-10F-MARYAJ-150-ML.jpg,DEO-HUDDLE-10F-MARYAJ-150-ML.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DEO-HUDDLE-10F-MARYAJ-150-ML.jpg,5124,"DEO HUDDLE 10(F) MARYAJ 150 ML",,,,,,,publish,17,color,,no,no,no,,instock,45,,no,,,,,AMCRE0222,,,45,no,yes,8.2,no,taxable,standard,,,5.1.0,
5125,"DEO HUDDLE 11(F) MARYAJ 150 ML",,"1 X 1 PIECE","December 31, 1969",product,https://shop.ewdc.in/product/deo-huddle-11f-maryaj-150-ml/,,[],,,,manual,47,,default,,,,,manual,45,,default,,,,,,,,,,manual,47,,default,,,,,,,,5126,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/AMCRE0223-1.jpg,AMCRE0223-1.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/AMCRE0223-1.jpg,5126,AMCRE0223,,,,,,,publish,17,color,,no,no,no,,instock,45,,no,,,,,AMCRE0223,,,45,no,yes,5.4,no,taxable,standard,,,5.1.0,
5127,"DEO HUDDLE 12(F) MARYAJ 150 ML",,"1 X 1 PIECE","December 31, 1969",product,https://shop.ewdc.in/product/deo-huddle-12f-maryaj-150-ml/,,[],,,,manual,47,,default,,,,,manual,45,,default,,,,,,,,,,manual,47,,default,,,,,,,,5128,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/DEO-HUDDLE-12F-MARYAJ-150-ML.jpg,DEO-HUDDLE-12F-MARYAJ-150-ML.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DEO-HUDDLE-12F-MARYAJ-150-ML.jpg,5128,"DEO HUDDLE 12(F) MARYAJ 150 ML",,,,,,,publish,17,color,,no,no,no,,instock,45,,no,,,,,AMCRE0224,,,45,no,yes,6.8,no,taxable,standard,,,5.1.0,
5129,"DEO HUDDLE 13(F) MARYAJ 150 ML",,"1 X 1 PIECE","December 31, 1969",product,https://shop.ewdc.in/product/deo-huddle-13f-maryaj-150-ml/,,[],,,,manual,47,,default,,,,,manual,45,,default,,,,,,,,,,manual,47,,default,,,,,,,,5130,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/DEO-HUDDLE-13F-MARYAJ-150-ML.jpg,DEO-HUDDLE-13F-MARYAJ-150-ML.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DEO-HUDDLE-13F-MARYAJ-150-ML.jpg,5130,"DEO HUDDLE 13(F) MARYAJ 150 ML",,,,,,,publish,17,color,,no,no,no,,instock,45,,no,,,,,AMCRE0225,,,45,no,yes,5.6,no,taxable,standard,,,5.1.0,
5131,"GIFT PACK AFTER DARK (M) MARYAJ (EDP & DEO)",,"1 X 1 PACKET","December 31, 1969",product,https://shop.ewdc.in/product/gift-pack-after-dark-m-maryaj-edp-deo/,,[],,,,manual,222,,default,,,,,manual,220,,default,,,,,,,,,,manual,222,,default,,,,,,,,5132,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"MALE, PERFUME, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/AMCRE0380.jpg,AMCRE0380.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/AMCRE0380.jpg,5132,AMCRE0380,,,,,,,publish,17,color,,no,no,no,,instock,220,,no,,,,,AMCRE0380,,,220,no,yes,6,no,taxable,standard,,,5.1.0,
5133,"GIFT PACK REUNION (M) MARYAJ (EDP & DEO)",,"1 X 1 PACKET","December 31, 1969",product,https://shop.ewdc.in/product/gift-pack-reunion-m-maryaj-edp-deo/,,[],,,,manual,202,,default,,,,,manual,200,,default,,,,,,,,,,manual,202,,default,,,,,,,,5134,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"MALE, PERFUME, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/AMCRE0384.jpg,AMCRE0384.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/AMCRE0384.jpg,5134,AMCRE0384,,,,,,,publish,17,color,,no,no,no,,instock,200,,no,,,,,AMCRE0384,,,200,no,yes,3.6,no,taxable,standard,,,5.1.0,
5135,"GIFT PACK M (F) MARYAJ (EDP & DEO)",,"1 X 1 PACKET","December 31, 1969",product,https://shop.ewdc.in/product/gift-pack-m-f-maryaj-edp-deo/,,[],,,,manual,182,,default,,,,,manual,180,,default,,,,,,,,,,manual,182,,default,,,,,,,,5136,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/GIFT-PACK-M-F-MARYAJ-EDP-DEO.jpg,GIFT-PACK-M-F-MARYAJ-EDP-DEO.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/GIFT-PACK-M-F-MARYAJ-EDP-DEO.jpg,5136,"GIFT PACK M (F) MARYAJ (EDP & DEO)",,,,,,,publish,17,color,,no,no,no,,instock,180,,no,,,,,AMCRE0385,,,180,no,yes,2.8,no,taxable,standard,,,5.1.0,
5137,"GIFT PACK ELEMENTS(F) MARYAJ (EDP & DEO)",,"1 X 1 PACKET","December 31, 1969",product,https://shop.ewdc.in/product/gift-pack-elementsf-maryaj-edp-deo/,,[],,,,manual,242,,default,,,,,manual,240,,default,,,,,,,,,,manual,242,,default,,,,,,,,5138,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/GIFT-PACK-ELEMENTSF-MARYAJ-EDP-DEO.jpg,GIFT-PACK-ELEMENTSF-MARYAJ-EDP-DEO.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/GIFT-PACK-ELEMENTSF-MARYAJ-EDP-DEO.jpg,5138,"GIFT PACK ELEMENTS(F) MARYAJ (EDP & DEO)",,,,,,,publish,17,color,,no,no,no,,instock,240,,no,,,,,AMCRE0386,,,240,no,yes,1.4,no,taxable,standard,,,5.1.0,
5139,"GIFT PACK MAVEN(F) MARYAJ (EDP & DEO)",,"1 X 1 PACKET","December 31, 1969",product,https://shop.ewdc.in/product/gift-pack-mavenf-maryaj-edp-deo/,,[],,,,manual,242,,default,,,,,manual,240,,default,,,,,,,,,,manual,242,,default,,,,,,,,5140,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/AMCRE0387.jpg,AMCRE0387.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/AMCRE0387.jpg,5140,AMCRE0387,,,,,,,publish,17,color,,no,no,no,,instock,240,,no,,,,,AMCRE0387,,,240,no,yes,1.4,no,taxable,standard,,,5.1.0,
5141,"GIFT PACK RAMONA(F) MARYAJ (EDP & DEO)",,"1 X 1 PACKET","December 31, 1969",product,https://shop.ewdc.in/product/gift-pack-ramonaf-maryaj-edp-deo/,,[],,,,manual,182,,default,,,,,manual,180,,default,,,,,,,,,,manual,182,,default,,,,,,,,5142,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/AMCRE0388.jpg,AMCRE0388.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/AMCRE0388.jpg,5142,AMCRE0388,,,,,,,publish,17,color,,no,no,no,,instock,180,,no,,,,,AMCRE0388,,,180,no,yes,3,no,taxable,standard,,,5.1.0,
5143,"GIFT PACK M WHITE FEMALE MARYAJ (EDP & DEO)",,"1 X 1 PACKET","December 31, 1969",product,https://shop.ewdc.in/product/gift-pack-m-whitef-maryaj-edp-deo/,,[],,,,manual,182,,default,,,,,manual,180,,default,,,,,,,,,,manual,182,,default,,,,,,,,5144,,a:0:{},,,,4,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",,https://shop.ewdc.in/wp-content/uploads/2021/03/GIFT-PACK-M-WHITEF-MARYAJ-EDP-DEO-1.jpg||https://shop.ewdc.in/wp-content/uploads/2021/03/,GIFT-PACK-M-WHITEF-MARYAJ-EDP-DEO-1.jpg||03,/home/shopewdc/public_html/wp-content/uploads/2021/03/GIFT-PACK-M-WHITEF-MARYAJ-EDP-DEO-1.jpg||/home/shopewdc/public_html/wp-content/uploads/2021/03/,5144||5060,"GIFT PACK M WHITE(F) MARYAJ (EDP & DEO)||Header promo banner - niche-market02",,"||<h2>Sale up to 50% off",,,,,publish,17,color,,no,no,no,,instock,180,,no,,,,,AMCRE0389,,,180,no,yes,1.4,no,taxable,standard,,,5.1.0,
5145,"GIFT PACK TRIPLE TREAT(F) MARYAJ (EDP & DEO)",,"1 X 1 PACKET","December 31, 1969",product,https://shop.ewdc.in/product/gift-pack-triple-treatf-maryaj-edp-deo/,,[],,,,manual,302,,default,,,,,manual,300,,default,,,,,,,,,,manual,302,,default,,,,,,,,,,a:0:{},,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",,,,,,,,,,,,,publish,17,color,,no,no,no,,instock,300,,no,,,,,AMCRE0390,,,300,no,yes,1.2,no,taxable,standard,,,5.1.0,
5146,"KASTURI METHI MDH 1 KG",,"1 X 1 PACKET","December 31, 1969",product,https://shop.ewdc.in/product/kasturi-methi-mdh/,,[],,,,manual,494,,default,,,,,manual,490,,default,,,,,,,,,,manual,494,,default,,,,,,,,5147,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MDH,simple,visible,"Grocery &amp; Food Cupboard","KASTURI, METHI",,https://shop.ewdc.in/wp-content/uploads/2021/03/DRMTH0003.jpg,DRMTH0003.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DRMTH0003.jpg,5147,DRMTH0003,,,,,,,publish,17,color,,no,no,no,,outofstock,490,,no,,,,,DRMTH0003,,,490,no,yes,0,no,taxable,standard,,,5.1.0,
5148,"POWDER CHILLI MDH 1 KG",,"1 X 1 PACKET","December 31, 1969",product,https://shop.ewdc.in/product/powder-chilli-mdh/,,[],,,,manual,229,,default,,,,,manual,225,,default,,,,,,,,,,manual,229,,default,,,,,,,,5149,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MDH,simple,visible,"Grocery &amp; Food Cupboard","CHILLI, POWDER",,https://shop.ewdc.in/wp-content/uploads/2021/03/DRPOW0335.jpg,DRPOW0335.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DRPOW0335.jpg,5149,DRPOW0335,,,,,,,publish,17,color,,no,no,no,,instock,225,,no,,,,,DRPOW0335,,,225,no,yes,1.8,no,taxable,standard,,,5.1.0,
5150,"POWDER CHILLI MDH 200 GM",,"1 X 1 PACKET","December 31, 1969",product,https://shop.ewdc.in/product/powder-chilli-mdh-200-gm/,,[],,,,manual,28,,default,,,,,manual,26,,default,,,,,,,,,,manual,28,,default,,,,,,,,5151,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MDH,simple,visible,"Grocery &amp; Food Cupboard","CHILLI, POWDER",,https://shop.ewdc.in/wp-content/uploads/2021/03/DRPOW0338.jpg,DRPOW0338.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DRPOW0338.jpg,5151,DRPOW0338,,,,,,,publish,17,color,,no,no,no,,instock,26,,no,,,,,DRPOW0338,,,26,no,yes,2.6,no,taxable,standard,,,5.1.0,
5152,"SAUCE CHILLI MINNIES 250 X 7 GM",,"1 X 1 CARTON","December 31, 1969",product,https://shop.ewdc.in/product/sauce-chilli-minnies-7-gm/,,[],,,,manual,127.5,,default,,,,,manual,112.5,,default,,,,,,,,,,manual,127.5,,default,,,,,,,,5153,,a:0:{},,,,1,"{""commission_mode"":""global"",""commission_percent"":""90"",""commission_fixed"":"""",""tax_name"":"""",""tax_percent"":""""}",,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,MINNIES,simple,visible,"Grocery &amp; Food Cupboard","CHILLI,SAUCE",,https://shop.ewdc.in/wp-content/uploads/2021/03/DRSAU0396.jpg,DRSAU0396.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/DRSAU0396.jpg,5153,DRSAU0396,,,,,,,publish,17,color,,no,no,no,,outofstock,112.5,,no,,,,,DRSAU0396,,,112.5,no,yes,0,no,taxable,standard,,,5.1.0,
5154,"CHEESE GRANA PADANO DOP GALBANI (1 KG - 2 KG)",,"1 - 2 KG [APPROX]","December 31, 1969",product,https://shop.ewdc.in/product/cheese-grana-padano-dop-galbani-1-kg-2-kg/,,[],,,,manual,513,,default,,,,,manual,495,,default,,,,,,,,,,manual,513,,default,,,,,,,,5155,,a:0:{},,,,1,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,PRESIDENT,simple,visible,"Dairy Products","CHEESE, PROCESSED, SPREAD",,https://shop.ewdc.in/wp-content/uploads/2021/03/CHCHE0366-4.jpg||https://shop.ewdc.in/wp-content/uploads/2021/03/CHCHE0366-1.jpg,CHCHE0366-4.jpg||CHCHE0366-1.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/CHCHE0366-4.jpg||/home/shopewdc/public_html/wp-content/uploads/2021/03/CHCHE0366-1.jpg,5155||5156,"CHCHE0366 -4||CHCHE0366 -1",,,,,,,publish,17,color,,no,no,no,,outofstock,495,,no,,,,,CHCHE0366,,,495,no,yes,0,no,taxable,standard,,,5.1.0,
5157,"BUTTER UNSALTED PRESIDENT 200 GM",,"1 X 1 PACKET","December 31, 1969",product,https://shop.ewdc.in/product/butter-unsalted-president-200-gm-2/,,[],,,,manual,42,,default,,,,,manual,30,,default,,,,,,,,,,manual,42,,default,,,,,,,,5158,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,PRESIDENT,simple,visible,"Dairy Products","BUTTER, UNSALTED",,https://shop.ewdc.in/wp-content/uploads/2021/03/CHBUT0026.jpg,CHBUT0026.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/CHBUT0026.jpg,5158,CHBUT0026,,,,,,,publish,17,color,,no,no,no,,outofstock,30,,no,,,,,CHBUT0026,,,30,no,yes,0,no,taxable,standard,,,5.1.0,
5159,"BUTTER PORTION UNSALTED PRESIDENT 8 GM",,"1 X 25 PIECE","December 31, 1969",product,https://shop.ewdc.in/product/butter-portion-unsalted-president-8-gm/,,[],,,,manual,46,,default,,,,,manual,40,,default,,,,,,,,,,manual,46,,default,,,,,,,,5160,,a:0:{},,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,PRESIDENT,simple,visible,"Frozen Foods","BUTTER, PORTION",,https://shop.ewdc.in/wp-content/uploads/2021/03/CHBUT0084.jpg,CHBUT0084.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/CHBUT0084.jpg,5160,CHBUT0084,,,,,,,publish,17,color,,no,no,no,,instock,40,,no,,,,,CHBUT0084,,,40,no,yes,33.8,no,taxable,standard,,,5.1.0,
5161,"BAGUETTE FRENCH 30 X 290 GM",,"1 X 1 CARTON","December 31, 1969",product,https://shop.ewdc.in/product/baguette-french-290-gm/,,[],,,,manual,513,,default,,,,,manual,495,,default,,,,,,,,,,manual,513,,default,,,,,,,,5162,,a:0:{},,,,3,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,PROBAKE,simple,visible,Bakery,"BREAD, PRODUCTS",,https://shop.ewdc.in/wp-content/uploads/2021/03/white-baguette-classic-280g30-france-frozen.jpg,white-baguette-classic-280g30-france-frozen.jpg,/home/shopewdc/public_html/wp-content/uploads/2021/03/white-baguette-classic-280g30-france-frozen.jpg,5162,white-baguette-classic-280g30-france-frozen,,,,,,,publish,17,color,,no,no,no,,outofstock,495,,no,,,,,FZBRE0061,,,495,no,yes,0,no,taxable,standard,,,5.1.0,
