ID,Title,Content,Excerpt,_la-digue_price_method,_la-digue_regular_price,_la-digue_sale_price,_mahe_price_method,_mahe_regular_price,_mahe_sale_price,_praslin_price_method,_praslin_regular_price,_praslin_sale_price,Brands,Product Type,Product categories,Product tags,Product shipping classes,Image URL,Images Filename,Images Path,Images ID,Images Title,Images Caption,Images Description,Images Alt Text,Attachment URL,Attachments Filename,Attachments Path,Attachments ID,Attachments Title,Attachments Caption,Attachments Description,Attachments Alt Text,Slug,Attribute Name (Packages),Attribute Value (Packages),Attribute In Variations (Packages),Attribute Is Visible (Packages),Attribute Is Taxonomy (Packages),Attribute Position (Packages),Visibility,Stock Status,Regular Price,Sale Price,Featured,Weight,Length,Width,Height,SKU,Price,Manage Stock,Stock,Tax Status,Tax Class,Default Attributes
5272,MASALA GARAM SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"GARAM,MASALA",,,,,,,,,,,,,,,,,,masala-garam-superchef-1-kg,packages,,no,no,yes,,,instock,150,,no,,,,,DRSPC0001,150,no,,none,15,
5275,BASIL SUPERCHEF 50 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,BASIL,,,,,,,,,,,,,,,,,,basil-superchef-50-gm,packages,,no,no,yes,,,instock,18,,no,,,,,DRSPC0131,18,no,,none,15,
5277,BAY LEAVES SUPERCHEF 15 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"BAY,LEAVES",,,,,,,,,,,,,,,,,,bay-leaves-superchef-15-gm,packages,,no,no,yes,,,instock,10,,no,,,,,DRSPC0132,10,no,,none,15,
5279,POWDER PEPPER BLACK SUPERCHEF 100 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"PEPPER,POWDER",,,,,,,,,,,,,,,,,,powder-pepper-black-superchef-100-gm,packages,,no,no,yes,,,instock,20,,no,,,,,DRSPC0134,20,no,,none,15,
5281,POWDER CHILLI SUPERCHEF 100 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CHILLI,POWDER",,,,,,,,,,,,,,,,,,powder-chilli-superchef-100-gm,packages,,no,no,yes,,,instock,20,,no,,,,,DRSPC0138,20,no,,none,15,
5283,CINAMON WHOLE SUPERCHEF 100 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CINAMON,WHOLE",,,,,,,,,,,,,,,,,,cinamon-whole-superchef-100-gm,packages,,no,no,yes,,,instock,28,,no,,,,,DRSPC0141,28,no,,none,15,
5285,OREGANO SUPERCHEF 60 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,OREGANO,,,,,,,,,,,,,,,,,,oregano-superchef-60-gm,packages,,no,no,yes,,,instock,20,,no,,,,,DRSPC0143,20,no,,none,15,
5287,ROSEMARY SUPERCHEF 60 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,ROSEMARY,,,,,,,,,,,,,,,,,,rosemary-superchef-60-gm,packages,,no,no,yes,,,instock,20,,no,,,,,DRSPC0145,20,no,,none,15,
5289,POWDER GINGER SUPERCHEF 190 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"GINGER,POWDER",,,,,,,,,,,,,,,,,,powder-ginger-superchef-190-gm,packages,,no,no,yes,,,instock,27,,no,,,,,DRSPC0148,27,no,,none,15,
5291,MASALA GARAM SUPERCHEF 100 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"GARAM,MASALA",,,,,,,,,,,,,,,,,,masala-garam-superchef-100-gm,packages,,no,no,yes,,,instock,18,,no,,,,,DRSPC0204,18,no,,none,15,
5293,MASALA CHICKEN SUPERCHEF 155 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CHICKEN,MASALA",,,,,,,,,,,,,,,,,,masala-chicken-superchef-155-gm,packages,,no,no,yes,,,instock,27,,no,,,,,DRSPC0432,27,no,,none,15,
5295,MASALA MEAT SUPERCHEF 100 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"MASALA,MEAT",,,,,,,,,,,,,,,,,,masala-meat-superchef-100-gm,packages,,no,no,yes,,,instock,24,,no,,,,,DRSPC0003,24,no,,none,15,
5297,CARDAMOM GREEN SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CARDAMOM,GREEN",,,,,,,,,,,,,,,,,,cardamom-green-superchef-500-gm,packages,,no,no,yes,,,instock,700,,no,,,,,DRCAR0011,700,no,,none,15,
5300,CHILLI RED DRY SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CHILLI,RED",,,,,,,,,,,,,,,,,,chilli-red-dry-superchef-500-gm,packages,,no,no,yes,,,instock,64,,no,,,,,DRCHL0018,64,no,,none,15,
5302,POWDER CORRIANDER SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CORRIANDER,POWDER",,,,,,,,,,,,,,,,,,powder-corriander-superchef-500-gm,packages,,no,no,yes,,,instock,35,,no,,,,,DRPOW0384,35,no,,none,15,
5304,POWDER CURRY SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CURRY,POWDER",,,,,,,,,,,,,,,,,,powder-curry-superchef-500-gm,packages,,no,no,yes,,,instock,59,,no,,,,,DRPOW0385,59,no,,none,15,
5306,POWDER PEPPER BLACK SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"PEPPER,POWDER",,,,,,,,,,,,,,,,,,powder-pepper-black-superchef-500-gm,packages,,no,no,yes,,,instock,75,,no,,,,,DRPOW0386,75,no,,none,15,
5309,POWDER CUMIN SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CUMIN,POWDER",,,,,,,,,,,,,,,,,,powder-cumin-superchef-500-gm,packages,,no,no,yes,,,instock,65,,no,,,,,DRPOW0387,65,no,,none,15,
5311,POWDER COCONUT SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"COCONUT,POWDER",,,,,,,,,,,,,,,,,,powder-coconut-superchef-500-gm,packages,,no,no,yes,,,instock,57,,no,,,,,DRPOW0388,57,no,,none,15,
5313,POWDER CINAMON SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CINAMON,POWDER",,,,,,,,,,,,,,,,,,powder-cinamon-superchef-500-gm,packages,,no,no,yes,,,instock,74,,no,,,,,DRPOW0389,74,no,,none,15,
5315,MASALA GARAM SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"GARAM,MASALA",,,,,,,,,,,,,,,,,,masala-garam-superchef-500-gm,packages,,no,no,yes,,,instock,80,,no,,,,,DRPOW0390,80,no,,none,15,
5317,SEEDS SESAME WHITE SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"SEEDS,SESAME",,,,,,,,,,,,,,,,,,seeds-sesame-white-superchef-500-gm,packages,,no,no,yes,,,instock,65,,no,,,,,DRSED0064,65,no,,none,15,
5320,POWDER CHILLI SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CHILLI,POWDER",,,,,,,,,,,,,,,,,,powder-chilli-superchef-1-kg,packages,,no,no,yes,,,instock,110,,no,,,,,DRPOW0001,110,no,,none,15,
5323,POWDER CUMMIN SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CUMIN,POWDER",,,,,,,,,,,,,,,,,,powder-cummin-superchef-1-kg,packages,,no,no,yes,,,instock,135,,no,,,,,DRPOW0015,135,no,,none,15,
5325,POWDER TURMERIC SUPERCHEF 200 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"POWDER,TURMERIC",,,,,,,,,,,,,,,,,,powder-turmeric-superchef-200-gm,packages,,no,no,yes,,,instock,22,,no,,,,,DRPOW0172,22,no,,none,15,
5327,POWDER MASALA CHAT SUPERCHEF 100 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"MASALA,POWDER",,,,,,,,,,,,,,,,,,powder-masala-chat-superchef-100-gm,packages,,no,no,yes,,,instock,22,,no,,,,,DRSPC0359,22,no,,none,15,
5329,POWDER CHILLI KASHMIRI SUPERCHEF 100 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CHILLI,POWDER",,,,,,,,,,,,,,,,,,powder-chilli-kashmiri-superchef-100-gm,packages,,no,no,yes,,,instock,30,,no,,,,,DRPOW0399,30,no,,none,15,
5331,POWDER PEPPER WHITE SUPERCHEF 100 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"PEPPER,POWDER",,,,,,,,,,,,,,,,,,powder-pepper-white-superchef-100-gm,packages,,no,no,yes,,,instock,24,,no,,,,,DRPOW0272,24,no,,none,15,
5333,"BIO BAGASSE ROUND PLATE 7"" SUPERTOUCH (1000 PIECE)",,,manually,236,,manually,108,,manually,469.57,,SUPERTOUCH,simple,Cleaning &amp; Household,PACKING,,,,,,,,,,,,,,,,,,bio-bagasse-round-plate-7-supertouch-1000-piece,packages,,no,no,yes,,,instock,965,,no,,,,,AMBIO0001,965,no,,none,15,
5335,"BIO BAGASSE ROUND PLATE 10"" SUPERTOUCH 500 PIECE",,,manually,236,,manually,108,,manually,469.57,,SUPERTOUCH,simple,Cleaning &amp; Household,PACKING,,,,,,,,,,,,,,,,,,bio-bagasse-round-plate-10-supertouch-500-piece,packages,,no,no,yes,,,instock,1120,,no,,,,,AMBIO0003,1120,no,,none,15,
5337,CLEAR PET CUPS 8 OZ SUPERTOUCH (1000 PIECE),,,manually,236,,manually,108,,manually,469.57,,SUPERTOUCH,simple,Cleaning &amp; Household,PACKING,,,,,,,,,,,,,,,,,,clear-pet-cups-8-oz-supertouch-1000-piece,packages,,no,no,yes,,,instock,1170,,no,,,,,AMCUP0063,1170,no,,none,15,
5339,TISSUE MAXI ROLL 2 PLY SUPERTOUCH 6 ROLLS,,,manually,236,,manually,108,,manually,469.57,,SUPERTOUCH,simple,Cleaning &amp; Household,PACKING,,,,,,,,,,,,,,,,,,tissue-maxi-roll-2-ply-supertouch-6-rolls,packages,,no,no,yes,,,instock,500,,no,,,,,AMTIS0003,500,no,,none,15,
5341,CLING FILM SUPERTOUCH 300 X 45 CM 6 ROLLS,,,manually,236,,manually,108,,manually,469.57,,SUPERTOUCH,simple,Cleaning &amp; Household,"BAGS,GARBAGE,ROLLS",,,,,,,,,,,,,,,,,,cling-film-supertouch-300-x-45-cm-6-rolls,packages,,no,no,yes,,,instock,1100,,no,,,,,AMCLI0001,1100,no,,none,15,
5344,MICROWAVE ROUND CONTAINER WITH LID 250 CC SUPERTOUCH 500 PIECE,,,manually,236,,manually,108,,manually,469.57,,SUPERTOUCH,simple,Cleaning &amp; Household,PACKING,,,,,,,,,,,,,,,,,,microwave-round-container-with-lid-250-cc-supertouch-500-piece,packages,,no,no,yes,,,instock,965,,no,,,,,AMMSC1316,965,no,,none,15,
5346,MICRO CONTAINER RECTANGLE 500 CC WITH LID SUPERTOUCH 500 PIECE,,,manually,236,,manually,108,,manually,469.57,,SUPERTOUCH,simple,Cleaning &amp; Household,PACKING,,,,,,,,,,,,,,,,,,micro-container-rectangle-500-cc-with-lid-supertouch-500-piece,packages,,no,no,yes,,,instock,1600,,no,,,,,AMMSC1453,1600,no,,none,15,
5348,MICRO CONTAINER RECTANGLE 750 CC WITH LID SUPERTOUCH 500 PIECE,,,manually,236,,manually,108,,manually,469.57,,SUPERTOUCH,simple,Cleaning &amp; Household,PACKING,,,,,,,,,,,,,,,,,,micro-container-rectangle-750-cc-with-lid-supertouch-500-piece,packages,,no,no,yes,,,instock,2000,,no,,,,,AMMSC1454,2000,no,,none,15,
5350,MICRO CONTAINER RECTANGLE 1000 CC WITH LID SUPERTOUCH 500 PIECE,,,manually,236,,manually,108,,manually,469.57,,SUPERTOUCH,simple,Cleaning &amp; Household,PACKING,,,,,,,,,,,,,,,,,,micro-container-rectangle-1000-cc-with-lid-supertouch-500-piece,packages,,no,no,yes,,,instock,2200,,no,,,,,AMMSC1455,2200,no,,none,15,
5352,MICRO CONTAINER ROUND 525 CC(20 OZ) SUPERTOUCH 500 PIECE,,,manually,236,,manually,108,,manually,469.57,,SUPERTOUCH,simple,Cleaning &amp; Household,PACKING,,,,,,,,,,,,,,,,,,micro-container-round-525-cc20-oz-supertouch-500-piece,packages,,no,no,yes,,,instock,1110,,no,,,,,AMMSC1461,1110,no,,none,15,
5354,"ALUM CONTAINER RECT WITH LID SUPERTOUCH (23.5""X19""X3.5 CM) 400 PIECE",,,manually,236,,manually,108,,manually,469.57,,SUPERTOUCH,simple,Cleaning &amp; Household,PACKING,,,,,,,,,,,,,,,,,,alum-container-rect-with-lid-supertouch-23-5x19x3-5-cm-400-piece,packages,,no,no,yes,,,instock,2000,,no,,,,,AMMSC1312,2000,no,,none,15,
5356,CHOCOLATE STICK VALROHNA 48% 1.61 KG,,,manually,236,,manually,108,,manually,469.57,,VALROHNA,simple,Chocolate &amp; Confectionery,"CHOCOLATE,STICK",,,,,,,,,,,,,,,,,,chocolate-stick-valrohna-48-1-61-kg,packages,,no,no,yes,,,instock,813,,no,,,,,CHCHO0343,813,no,,none,15,
5360,CHOCOLATE ARABESQUE NOIRE 72% (5 KG),,,manually,236,,manually,108,,manually,469.57,,VALROHNA,simple,Chocolate &amp; Confectionery,ARABESQUE,,,,,,,,,,,,,,,,,,chocolate-arabesque-noire-72-5-kg,packages,,no,no,yes,,,instock,225,,no,,,,,CHCHO0568,225,no,,none,15,
5362,LAMB MUTTON B/IN 6 WAY CUT WHITE STRIPE 1 KG,,,manually,236,,manually,108,,manually,469.57,,WHITE STRIPE,simple,Frozen Foods,"LAMB,MUTTON",,,,,,,,,,,,,,,,,,lamb-mutton-b-in-6-way-cut-white-stripe-1-kg,packages,,no,no,yes,,,instock,185,,no,,,,,FZLAM0011,185,no,,none,0,
5364,LAMB CUBES (DICE) BONELESS WHITE STRIPE 1 - 2 KG,,,manually,236,,manually,108,,manually,469.57,,WHITE STRIPE,simple,Frozen Foods,"CUBES,LAMB",,,,,,,,,,,,,,,,,,lamb-cubes-dice-boneless-white-stripe-1-2-kg,packages,,no,no,yes,,,instock,252,,no,,,,,FZLAM0042,252,no,,none,0,
5366,TOILET CLEANER B1G1 ARO 500 ML,,,manually,236,,manually,108,,manually,469.57,,ARO,simple,Hygiene,"CLEANER,TOILET",,,,,,,,,,,,,,,,,,toilet-cleaner-b1g1-aro-500-ml,packages,,no,no,yes,,,instock,18,,no,,,,,AMHYG0169,18,no,,none,0,
5368,PORK CLASSIC SAUSAGE 6`S DINGLEY DELL 1 KG,,,manually,236,,manually,108,,manually,469.57,,DINGLEY DELL,simple,Frozen Foods,SAUSAGE,,,,,,,,,,,,,,,,,,pork-classic-sausage-6s-dingley-dell-1-kg,packages,,no,no,yes,,,instock,345,,no,,,,,FZPOR0057,345,no,,none,15,
5370,PORK CUMBERLAND SAUSAGES 6`S DINGLEY DELL 1 KG,,,manually,236,,manually,108,,manually,469.57,,DINGLEY DELL,simple,Frozen Foods,SAUSAGE,,,,,,,,,,,,,,,,,,pork-cumberland-sausages-6s-dingley-dell-1-kg,packages,,no,no,yes,,,instock,345,,no,,,,,FZPOR0058,345,no,,none,15,
5372,TOILET CLEANER EXCEL PLUS 500 ML,,,manually,236,,manually,108,,manually,469.57,,EXCEL,simple,Hygiene,"CLEANER,TOILET",,,,,,,,,,,,,,,,,,toilet-cleaner-excel-plus-500-ml,packages,,no,no,yes,,,instock,27,,no,,,,,AMHYG0173,27,no,,none,0,
5374,PERFUME PEBBLE SHINE (F) 100 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"FEMALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,perfume-pebble-shine-f-100-ml,packages,,no,no,yes,,,instock,162,,no,,,,,AMCRE0294,162,no,,none,15,
5376,DEO UNION MARYAJ 200 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,SPRAY",,,,,,,,,,,,,,,,,,deo-union-maryaj-200-ml,packages,,no,no,yes,,,instock,60,,no,,,,,AMCRE0078,60,no,,none,15,
5378,DEO AFTER DARK (M) MARYAJ 200 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,deo-after-dark-m-maryaj-200-ml,packages,,no,no,yes,,,instock,60,,no,,,,,AMCRE0183,60,no,,none,15,
5380,PERFUME DYNAMIC MALE 100 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DYNAMIC,PERFUME",,,,,,,,,,,,,,,,,,perfume-dynamic-male-100-ml,packages,,no,no,yes,,,instock,80,,no,,,,,AMCRE0246,80,no,,none,15,
5382,PERFUME SILKEN F MARYAJ 100 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"PERFUME,SILKEN",,,,,,,,,,,,,,,,,,perfume-silken-f-maryaj-100-ml,packages,,no,no,yes,,,instock,93,,no,,,,,AMCRE0247,93,no,,none,15,
5384,PERFUME TUXEDO (M) MARYAJ 100 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,perfume-tuxedo-m-maryaj-100-ml,packages,,no,no,yes,,,instock,162,,no,,,,,AMCRE0268,162,no,,none,15,
5386,PERFUME RAMONA (F) MARYAJ 100 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"FEMALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,perfume-ramona-f-maryaj-100-ml,packages,,no,no,yes,,,instock,162,,no,,,,,AMCRE0272,162,no,,none,15,
5388,PERFUME COSMO GIRL (F) MARYAJ 100 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"FEMALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,perfume-cosmo-girl-f-maryaj-100-ml,packages,,no,no,yes,,,instock,162,,no,,,,,AMCRE0273,162,no,,none,15,
5390,PERFUME LILAS (F) MARYAJ 100 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"FEMALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,perfume-lilas-f-maryaj-100-ml,packages,,no,no,yes,,,instock,162,,no,,,,,AMCRE0274,162,no,,none,15,
5392,DEO NUT MARYAJ 200 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,SPRAY",,,,,,,,,,,,,,,,,,deo-nut-maryaj-200-ml,packages,,no,no,yes,,,instock,50,,no,,,,,AMCRE0278,50,no,,none,15,
5394,DEO LILAS (F) MARYAJ 200 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,deo-lilas-f-maryaj-200-ml,packages,,no,no,yes,,,instock,60,,no,,,,,AMCRE0282,60,no,,none,15,
5396,DEO PEBBEL STYEL (M) MARYAJ,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,deo-pebbel-styel-m-maryaj,packages,,no,no,yes,,,instock,60,,no,,,,,AMCRE0283,60,no,,none,15,
5398,DEO RAMONA (F) 200 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,deo-ramona-f-200-ml,packages,,no,no,yes,,,instock,60,,no,,,,,AMCRE0289,60,no,,none,15,
5400,PERFUME DEUCE FEMME (F) 100 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"FEMALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,perfume-deuce-femme-f-100-ml,packages,,no,no,yes,,,instock,162,,no,,,,,AMCRE0292,162,no,,none,15,
5402,PERFUME GOLDIE (F) 100 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"FEMALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,perfume-goldie-f-100-ml,packages,,no,no,yes,,,instock,162,,no,,,,,AMCRE0293,162,no,,none,15,
5404,DEO TUXEDO (M) 200 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,deo-tuxedo-m-200-ml,packages,,no,no,yes,,,instock,60,,no,,,,,AMCRE0296,60,no,,none,15,
5406,GREY STONE GIFT SET(EDP+DEO),,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,SPRAY",,,,,,,,,,,,,,,,,,grey-stone-gift-setedpdeo,packages,,no,no,yes,,,instock,180,,no,,,,,AMCRE0300,180,no,,none,15,
5408,PERFUME FRESH WAVE (M) MARYAJ 100 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,perfume-fresh-wave-m-maryaj-100-ml,packages,,no,no,yes,,,instock,125,,no,,,,,AMCRE0303,125,no,,none,15,
5410,PERFUME PEBBLE STYLE (M) 100 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,perfume-pebble-style-m-100-ml,packages,,no,no,yes,,,instock,162,,no,,,,,AMCRE0304,162,no,,none,15,
5412,PERFUME IMPERIAL OUDH (M) EDP 50 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,perfume-imperial-oudh-m-edp-50-ml,packages,,no,no,yes,,,instock,232,,no,,,,,AMCRE0305,232,no,,none,15,
5414,COFFEE MATE 3 GM,,,manually,236,,manually,108,,manually,469.57,,Nestle,simple,Beverages &amp; Water,"COFFEE,IMPORTED",,,,,,,,,,,,,,,,,,coffee-mate-3-gm,packages,,no,no,yes,,,instock,1250,,no,,,,,DRCOF0001,1250,no,,none,15,
5417,CHICKEN LEG QUARTER 10 KG,,,manually,236,,manually,108,,manually,469.57,,SEARA,simple,Frozen Foods,"LEG,QUARTER",,,,,,,,,,,,,,,,,,chicken-leg-quarter-10-kg,packages,,no,no,yes,,,instock,400,,no,,,,,FZCHI0222,400,no,,none,0,
5421,SEMOLINA SUPERCHEF 1 KG,"<table style=""height: 48px"" width=""277"">
<tbody>
<tr>
<td width=""483"">
<p style=""text-align: left"">SEMOLINA SUPERCHEF 1 X 1 KG</p>
</td>
</tr>
</tbody>
</table>",,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"SEMOLINA,SEMULINA",,,,,,,,,,,,,,,,,,semolina-superchef-1-kg,packages,,no,no,yes,,,instock,40,,no,,,,,DRCER0005,40,no,,none,0,
5424,APRICOT DRY SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,APRICOT,,,,,,,,,,,,,,,,,,apricot-dry-superchef-1-kg,packages,,no,no,yes,,,instock,200,,no,,,,,DRAPR0001,200,no,,none,15,
5426,DHAL TOOR SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"DHAL,TOOR",,,,,,,,,,,,,,,,,,dhal-toor-superchef-1-kg,packages,,no,no,yes,,,instock,65,,no,,,,,DRDHA0006,65,no,,none,15,
5428,DHAL URAD WHITE (GOTA) SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"DHAL,URAD",,,,,,,,,,,,,,,,,,dhal-urad-white-gota-superchef-1-kg,packages,,no,no,yes,,,instock,65,,no,,,,,DRDHA0027,65,no,,none,15,
5431,RAISINS YELLOW (GOLDEN) SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"RAISINS,YELLOW",,,,,,,,,,,,,,,,,,raisins-yellow-golden-superchef-1-kg,packages,,no,no,yes,,,instock,120,,no,,,,,DRFRU0004,120,no,,none,0,
5433,TAMARIND SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,TAMARIND,,,,,,,,,,,,,,,,,,tamarind-superchef-1-kg,packages,,no,no,yes,,,instock,130,,no,,,,,DRFRU0005,130,no,,none,15,
5436,RAISINS BLACK SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"BLACK,RAISIN",,,,,,,,,,,,,,,,,,raisins-black-superchef-1-kg,packages,,no,no,yes,,,instock,135,,no,,,,,DRFRU0009,135,no,,none,0,
5438,PEANUT SKINLESS SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"PEANUT,SKINLESS",,,,,,,,,,,,,,,,,,peanut-skinless-superchef-1-kg,packages,,no,no,yes,,,instock,100,,no,,,,,DRNUT0007,100,no,,none,15,
5441,PISTACHIO PEELED SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"PEELED,PISTACHIO",,,,,,,,,,,,,,,,,,pistachio-peeled-superchef-1-kg,packages,,no,no,yes,,,instock,670,,no,,,,,DRPIS0001,670,no,,none,15,
5443,SEEDS CUMIN SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CUMIN,SEEDS",,,,,,,,,,,,,,,,,,seeds-cumin-superchef-1-kg,packages,,no,no,yes,,,instock,125,,no,,,,,DRSED0003,125,no,,none,15,
5446,BLACK PEPPER WHOLE SUPERCHEF 100 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"BLACK,PEPPER",,,,,,,,,,,,,,,,,,black-pepper-whole-superchef-100-gm,packages,,no,no,yes,,,instock,26,,no,,,,,DRSPC0135,26,no,,none,15,
