ID,Title,Content,Excerpt,_la-digue_price_method,_la-digue_regular_price,_la-digue_sale_price,_mahe_price_method,_mahe_regular_price,_mahe_sale_price,_praslin_price_method,_praslin_regular_price,_praslin_sale_price,Brands,Product Type,Product categories,Product tags,Product shipping classes,Image URL,Images Filename,Images Path,Images ID,Images Title,Images Caption,Images Description,Images Alt Text,Attachment URL,Attachments Filename,Attachments Path,Attachments ID,Attachments Title,Attachments Caption,Attachments Description,Attachments Alt Text,Slug,Attribute Name (Packages),Attribute Value (Packages),Attribute In Variations (Packages),Attribute Is Visible (Packages),Attribute Is Taxonomy (Packages),Attribute Position (Packages),Visibility,Stock Status,Regular Price,Sale Price,Featured,Weight,Length,Width,Height,SKU,Price,Manage Stock,Stock,Tax Status,Tax Class,Default Attributes
5095,GIFT PACK LUV ME (F) MARYAJ (PERFUME + BODY LOTION),,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"FEMALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,gift-pack-luv-me-f-maryaj-perfume-body-lotion,packages,,no,no,yes,,,instock,160,,no,,,,,AMCRE0178,160,no,,none,15,
5097,PERFUME UNION (M) MARYAJ 100 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,perfume-union-m-maryaj-100-ml,packages,,no,no,yes,,,instock,175,,no,,,,,AMCRE0180,175,no,,none,15,
5099,PERFUME ROBUST SPORTY (M) MARYAJ 100 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,perfume-robust-sporty-m-maryaj-100-ml,packages,,no,no,yes,,,instock,135,,no,,,,,AMCRE0181,135,no,,none,15,
5101,GIFT PACK VIVECA (F) MARYAJ(PERFUME + BODY LOTION),,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"FEMALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,gift-pack-viveca-f-maryajperfume-body-lotion,packages,,no,no,yes,,,instock,260,,no,,,,,AMCRE0193,260,no,,none,15,
5103,GIFT PACK EBONY (M) MARYAJ(PERFUME + DEO),,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,gift-pack-ebony-m-maryajperfume-deo,packages,,no,no,yes,,,instock,220,,no,,,,,AMCRE0194,220,no,,none,15,
5105,DEO HUDDLE 1(M) MARYAJ 150 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,deo-huddle-1m-maryaj-150-ml,packages,,no,no,yes,,,instock,45,,no,,,,,AMCRE0211,45,no,,none,15,
5107,DEO HUDDLE 2(M) MARYAJ 150 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,deo-huddle-2m-maryaj-150-ml,packages,,no,no,yes,,,instock,45,,no,,,,,AMCRE0212,45,no,,none,15,
5109,DEO HUDDLE 3(M) MARYAJ 150 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,deo-huddle-3m-maryaj-150-ml,packages,,no,no,yes,,,instock,45,,no,,,,,AMCRE0213,45,no,,none,15,
5111,DEO HUDDLE 4(M) MARYAJ 150 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,deo-huddle-4m-maryaj-150-ml,packages,,no,no,yes,,,instock,45,,no,,,,,AMCRE0214,45,no,,none,15,
5113,DEO HUDDLE 5(M) MARYAJ 150 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,deo-huddle-5m-maryaj-150-ml,packages,,no,no,yes,,,instock,45,,no,,,,,AMCRE0215,45,no,,none,15,
5115,DEO HUDDLE 6(M) MARYAJ 150 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,deo-huddle-6m-maryaj-150-ml,packages,,no,no,yes,,,instock,45,,no,,,,,AMCRE0216,45,no,,none,15,
5117,DEO HUDDLE 20(M) MARYAJ 150 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,deo-huddle-20m-maryaj-150-ml,packages,,no,no,yes,,,instock,45,,no,,,,,AMCRE0217,45,no,,none,15,
5119,DEO HUDDLE 21(M) MARYAJ 150 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,MALE,SPRAY",,,,,,,,,,,,,,,,,,deo-huddle-21m-maryaj-150-ml,packages,,no,no,yes,,,instock,45,,no,,,,,AMCRE0218,45,no,,none,15,
5121,DEO HUDDLE 7(F) MARYAJ 150 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,deo-huddle-7f-maryaj-150-ml,packages,,no,no,yes,,,instock,50,,no,,,,,AMCRE0219,50,no,,none,15,
5123,DEO HUDDLE 10(F) MARYAJ 150 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,deo-huddle-10f-maryaj-150-ml,packages,,no,no,yes,,,instock,45,,no,,,,,AMCRE0222,45,no,,none,15,
5125,DEO HUDDLE 11(F) MARYAJ 150 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,deo-huddle-11f-maryaj-150-ml,packages,,no,no,yes,,,instock,45,,no,,,,,AMCRE0223,45,no,,none,15,
5127,DEO HUDDLE 12(F) MARYAJ 150 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,deo-huddle-12f-maryaj-150-ml,packages,,no,no,yes,,,instock,45,,no,,,,,AMCRE0224,45,no,,none,15,
5129,DEO HUDDLE 13(F) MARYAJ 150 ML,,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,deo-huddle-13f-maryaj-150-ml,packages,,no,no,yes,,,instock,45,,no,,,,,AMCRE0225,45,no,,none,15,
5131,GIFT PACK AFTER DARK (M) MARYAJ (EDP & DEO),,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,gift-pack-after-dark-m-maryaj-edp-deo,packages,,no,no,yes,,,instock,220,,no,,,,,AMCRE0380,220,no,,none,15,
5133,GIFT PACK REUNION (M) MARYAJ (EDP & DEO),,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"MALE,PERFUME,SPRAY",,,,,,,,,,,,,,,,,,gift-pack-reunion-m-maryaj-edp-deo,packages,,no,no,yes,,,instock,200,,no,,,,,AMCRE0384,200,no,,none,15,
5135,GIFT PACK M (F) MARYAJ (EDP & DEO),,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,gift-pack-m-f-maryaj-edp-deo,packages,,no,no,yes,,,instock,180,,no,,,,,AMCRE0385,180,no,,none,15,
5137,GIFT PACK ELEMENTS(F) MARYAJ (EDP & DEO),,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,gift-pack-elementsf-maryaj-edp-deo,packages,,no,no,yes,,,instock,240,,no,,,,,AMCRE0386,240,no,,none,15,
5139,GIFT PACK MAVEN(F) MARYAJ (EDP & DEO),,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,gift-pack-mavenf-maryaj-edp-deo,packages,,no,no,yes,,,instock,240,,no,,,,,AMCRE0387,240,no,,none,15,
5141,GIFT PACK RAMONA(F) MARYAJ (EDP & DEO),,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,gift-pack-ramonaf-maryaj-edp-deo,packages,,no,no,yes,,,instock,180,,no,,,,,AMCRE0388,180,no,,none,15,
5143,GIFT PACK M WHITE FEMALE MARYAJ (EDP & DEO),,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,gift-pack-m-white-female-maryaj-edp-deo,packages,,no,no,yes,,,instock,180,,no,,,,,AMCRE0389,180,no,,none,15,
5145,GIFT PACK TRIPLE TREAT(F) MARYAJ (EDP & DEO),,,manually,236,,manually,108,,manually,469.57,,MARYAJ,simple,Hygiene,"DEODORANT,FEMALE,SPRAY",,,,,,,,,,,,,,,,,,gift-pack-triple-treatf-maryaj-edp-deo,packages,,no,no,yes,,,instock,300,,no,,,,,AMCRE0390,300,no,,none,15,
5146,KASTURI METHI MDH 1 KG,,,manually,236,,manually,108,,manually,469.57,,MDH,simple,Grocery &amp; Food Cupboard,"KASTURI,METHI",,,,,,,,,,,,,,,,,,kasturi-methi-mdh-1-kg,packages,,no,no,yes,,,instock,490,,no,,,,,DRMTH0003,490,no,,none,15,
5148,POWDER CHILLI MDH 1 KG,,,manually,236,,manually,108,,manually,469.57,,MDH,simple,Grocery &amp; Food Cupboard,"CHILLI,POWDER",,,,,,,,,,,,,,,,,,powder-chilli-mdh-1-kg,packages,,no,no,yes,,,instock,225,,no,,,,,DRPOW0335,225,no,,none,15,
5150,POWDER CHILLI MDH 200 GM,,,manually,236,,manually,108,,manually,469.57,,MDH,simple,Grocery &amp; Food Cupboard,"CHILLI,POWDER",,,,,,,,,,,,,,,,,,powder-chilli-mdh-200-gm,packages,,no,no,yes,,,instock,26,,no,,,,,DRPOW0338,26,no,,none,15,
5152,SAUCE CHILLI MINNIES 250 X 7 GM,,,manually,236,,manually,108,,manually,469.57,,MINNIES,simple,Grocery &amp; Food Cupboard,"CHILLI,SAUCE",,,,,,,,,,,,,,,,,,sauce-chilli-minnies-250-x-7-gm,packages,,no,no,yes,,,instock,112.5,,no,,,,,DRSAU0396,112.5,no,,none,0,
5154,CHEESE GRANA PADANO DOP GALBANI (1 KG - 2 KG),,,manually,236,,manually,108,,manually,469.57,,PRESIDENT,simple,Dairy Products,"CHEESE,PROCESSED,SPREAD",,,,,,,,,,,,,,,,,,cheese-grana-padano-dop-galbani-1-kg-2-kg,packages,,no,no,yes,,,instock,495,,no,,,,,CHCHE0366,495,no,,none,0,
5157,BUTTER UNSALTED PRESIDENT 200 GM,,,manually,236,,manually,108,,manually,469.57,,PRESIDENT,simple,Dairy Products,"BUTTER,UNSALTED",,,,,,,,,,,,,,,,,,butter-unsalted-president-200-gm,packages,,no,no,yes,,,instock,30,,no,,,,,CHBUT0026,30,no,,none,0,
5159,BUTTER PORTION UNSALTED PRESIDENT 8 GM,,,manually,236,,manually,108,,manually,469.57,,PRESIDENT,simple,Frozen Foods,"BUTTER,PORTION",,,,,,,,,,,,,,,,,,butter-portion-unsalted-president-8-gm,packages,,no,no,yes,,,instock,40,,no,,,,,CHBUT0084,40,no,,none,0,
5161,BAGUETTE FRENCH 30 X 290 GM,,,manually,236,,manually,108,,manually,469.57,,PROBAKE,simple,Bakery,"BREAD,PRODUCTS",,,,,,,,,,,,,,,,,,baguette-french-30-x-290-gm,packages,,no,no,yes,,,instock,495,,no,,,,,FZBRE0061,495,no,,none,15,
5163,ICE CREAM CONE SANISSIMO 168 PCS,,,manually,236,,manually,108,,manually,469.57,,SANISSIMO,simple,Chocolate &amp; Confectionery,COOKIES,,,,,,,,,,,,,,,,,,ice-cream-cone-sanissimo-168-pcs,packages,,no,no,yes,,,instock,185,,no,,,,,DRBIS0406,185,no,,none,15,
5166,RED KIDNEY BEANS SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"KIDNEY,RED",,,,,,,,,,,,,,,,,,red-kidney-beans-superchef-500-gm,packages,,no,no,yes,,,instock,45,,no,,,,,DRBEN0063,45,no,,none,15,
5168,SEMOLINA SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,SEMOLINA,,,,,,,,,,,,,,,,,,semolina-superchef-500-gm,packages,,no,no,yes,,,instock,25,,no,,,,,DRCER0258,25,no,,none,0,
5170,TAMARIND SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,TAMARIND,,,,,,,,,,,,,,,,,,tamarind-superchef-500-gm,packages,,no,no,yes,,,instock,70,,no,,,,,DRFRU0045,70,no,,none,15,
5172,FLOUR BESAN SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"BESAN,FLOUR",,,,,,,,,,,,,,,,,,flour-besan-superchef-1-kg,packages,,no,no,yes,,,instock,55,,no,,,,,DRFLO0036,55,no,,none,15,
5175,ALMOND FLAKES SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,ALMOND,,,,,,,,,,,,,,,,,,almond-flakes-superchef-1-kg,packages,,no,no,yes,,,instock,386,,no,,,,,DRALM0001,386,no,,none,15,
5178,ALMOND POWDER SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,ALMOND,,,,,,,,,,,,,,,,,,almond-powder-superchef-1-kg,packages,,no,no,yes,,,instock,325,,no,,,,,DRALM0002,325,no,,none,15,
5180,ALMOND WHOLE SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,ALMOND,,,,,,,,,,,,,,,,,,almond-whole-superchef-1-kg,packages,,no,no,yes,,,instock,350,,no,,,,,DRALM0003,350,no,,none,15,
5183,PRUNES PITTED SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"PITTED,PRUNES",,,,,,,,,,,,,,,,,,prunes-pitted-superchef-1-kg,packages,,no,no,yes,,,instock,175,,no,,,,,DRFRU0003,175,no,,none,15,
5185,ALMOND WHOLE SUPERCHEF 100 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,ALMOND,,,,,,,,,,,,,,,,,,almond-whole-superchef-100-gm,packages,,no,no,yes,,,instock,45,,no,,,,,DRNUT0098,45,no,,none,15,
5187,WALNUT WITHOUT SHELL SUPERCHEF 100 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"W/OUT,WALNUT",,,,,,,,,,,,,,,,,,walnut-without-shell-superchef-100-gm,packages,,no,no,yes,,,instock,50,,no,,,,,DRNUT0109,50,no,,none,15,
5190,PEANUT RAW SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"PEANUT,RAW",,,,,,,,,,,,,,,,,,peanut-raw-superchef-1-kg,packages,,no,no,yes,,,instock,85,,no,,,,,DRPEA0002,85,no,,none,15,
5193,CHICK PEAS WHITE 9MM DRIED SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CHICK,PEAS",,,,,,,,,,,,,,,,,,chick-peas-white-9mm-dried-superchef-1-kg,packages,,no,no,yes,,,instock,60,,no,,,,,DRPEA0006,60,no,,none,15,
5196,SEEDS MUSTARD SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"MUSTARD,SEEDS",,,,,,,,,,,,,,,,,,seeds-mustard-superchef-1-kg,packages,,no,no,yes,,,instock,50,,no,,,,,DRSED0010,50,no,,none,15,
5199,SEEDS PUMPKIN SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"PUMPKIN,SEEDS",,,,,,,,,,,,,,,,,,seeds-pumpkin-superchef-1-kg,packages,,no,no,yes,,,instock,285,,no,,,,,DRSED0025,285,no,,none,15,
5201,SEEDS CUMIN SUPERCHEF 200 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CUMIN,SEEDS",,,,,,,,,,,,,,,,,,seeds-cumin-superchef-200-gm,packages,,no,no,yes,,,instock,35,,no,,,,,DRSED0031,35,no,,none,15,
5203,SEEDS MUSTARD SUPERCHEF 200 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"MUSTARD,SEEDS",,,,,,,,,,,,,,,,,,seeds-mustard-superchef-200-gm,packages,,no,no,yes,,,instock,14,,no,,,,,DRSED0032,14,no,,none,15,
5205,SEEDS FENNEL SUPERCHEF 200 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"FENNEL,SEEDS",,,,,,,,,,,,,,,,,,seeds-fennel-superchef-200-gm,packages,,no,no,yes,,,instock,25,,no,,,,,DRSED0033,25,no,,none,15,
5207,APRICOT DRIED SUPERCHEF 200 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,APRICOT,,,,,,,,,,,,,,,,,,apricot-dried-superchef-200-gm,packages,,no,no,yes,,,instock,49,,no,,,,,DRSPC0130,49,no,,none,15,
5210,WALNUT WITHOUT SHELL SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,WALNUT,,,,,,,,,,,,,,,,,,walnut-without-shell-superchef-1-kg,packages,,no,no,yes,,,instock,345,,no,,,,,DRWAL0002,345,no,,none,15,
5212,ALMOND POWDER SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,ALMOND,,,,,,,,,,,,,,,,,,almond-powder-superchef-500-gm,packages,,no,no,yes,,,instock,180,,no,,,,,DRALM0029,180,no,,none,15,
5214,APRICOT DRY SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,APRICOT,,,,,,,,,,,,,,,,,,apricot-dry-superchef-500-gm,packages,,no,no,yes,,,instock,110,,no,,,,,DRAPR0004,110,no,,none,15,
5216,PRUNES PITTED SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"PITTED,PRUNES",,,,,,,,,,,,,,,,,,prunes-pitted-superchef-500-gm,packages,,no,no,yes,,,instock,100,,no,,,,,DRFRU0059,100,no,,none,15,
5219,RAISIN YELLOW (GOLDEN) SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"RAISIN,YELLOW",,,,,,,,,,,,,,,,,,raisin-yellow-golden-superchef-500-gm,packages,,no,no,yes,,,instock,65,,no,,,,,DRFRU0060,65,no,,none,0,
5221,CASHEWNUT WHOLE SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CASHEWNUT,WHOLE",,,,,,,,,,,,,,,,,,cashewnut-whole-superchef-500-gm,packages,,no,no,yes,,,instock,210,,no,,,,,DRNUT0094,210,no,,none,15,
5223,HAZELNUT SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,HAZELNUT,,,,,,,,,,,,,,,,,,hazelnut-superchef-500-gm,packages,,no,no,yes,,,instock,195,,no,,,,,DRNUT0146,195,no,,none,15,
5226,PEANUT RAW SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"PEANUT,RAW",,,,,,,,,,,,,,,,,,peanut-raw-superchef-500-gm,packages,,no,no,yes,,,instock,40,,no,,,,,DRPEA0031,40,no,,none,15,
5228,CHICK PEAS WHITE 9 MM DRIED SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CHICK,PEAS",,,,,,,,,,,,,,,,,,chick-peas-white-9-mm-dried-superchef-500-gm,packages,,no,no,yes,,,instock,35,,no,,,,,DRPEA0032,35,no,,none,15,
5230,PISTACHIO PEELED SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"PEELED,PISTACHIO",,,,,,,,,,,,,,,,,,pistachio-peeled-superchef-500-gm,packages,,no,no,yes,,,instock,285,,no,,,,,DRPIS0007,285,no,,none,15,
5232,RAISIN BLACK SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"BLACK,RAISIN",,,,,,,,,,,,,,,,,,raisin-black-superchef-500-gm,packages,,no,no,yes,,,instock,80,,no,,,,,DRPIS0008,80,no,,none,0,
5235,ALMOND FLAKES SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,ALMOND,,,,,,,,,,,,,,,,,,almond-flakes-superchef-500-gm,packages,,no,no,yes,,,instock,175,,no,,,,,DRSPC0462,175,no,,none,15,
5237,ALMOND POWDER SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,ALMOND,,,,,,,,,,,,,,,,,,almond-powder-superchef-500-gm-2,packages,,no,no,yes,,,instock,175,,no,,,,,DRSPC0463,175,no,,none,15,
5239,ALMOND WHOLE SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,ALMOND,,,,,,,,,,,,,,,,,,almond-whole-superchef-500-gm,packages,,no,no,yes,,,instock,180,,no,,,,,DRSPC0464,180,no,,none,15,
5241,SEED AJWAN SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"AJWAN,SEED",,,,,,,,,,,,,,,,,,seed-ajwan-superchef-500-gm,packages,,no,no,yes,,,instock,65,,no,,,,,DRSPC0466,65,no,,none,15,
5243,CLOVES WHOLE SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CLOVES,WHOLE",,,,,,,,,,,,,,,,,,cloves-whole-superchef-500-gm,packages,,no,no,yes,,,instock,180,,no,,,,,DRSPC0467,180,no,,none,15,
5245,CINAMON WHOLE SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CINAMON,WHOLE",,,,,,,,,,,,,,,,,,cinamon-whole-superchef-500-gm,packages,,no,no,yes,,,instock,100,,no,,,,,DRSPC0468,100,no,,none,15,
5247,SEEDS SESAME BLACK SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"SEEDS,SESAME",,,,,,,,,,,,,,,,,,seeds-sesame-black-superchef-500-gm,packages,,no,no,yes,,,instock,95,,no,,,,,DRSPC0469,95,no,,none,15,
5250,PEPPER BLACK CRUSHED SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"BLACK,PEPPER",,,,,,,,,,,,,,,,,,pepper-black-crushed-superchef-500-gm,packages,,no,no,yes,,,instock,120,,no,,,,,DRSPC0470,120,no,,none,15,
5253,BAY LEAVES SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"BAY,LEAVES",,,,,,,,,,,,,,,,,,bay-leaves-superchef-500-gm,packages,,no,no,yes,,,instock,50,,no,,,,,DRSPC0471,50,no,,none,15,
5255,PEPPER BLACK WHOLE SUPERCHEF 500 GM,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"BLACK,PEPPER",,,,,,,,,,,,,,,,,,pepper-black-whole-superchef-500-gm,packages,,no,no,yes,,,instock,108,,no,,,,,DRSPC0477,108,no,,none,15,
5257,PICKLE MIXED SUPERCHEF 5 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"MIXED,PICKLE",,,,,,,,,,,,,,,,,,pickle-mixed-superchef-5-kg,packages,,no,no,yes,,,instock,625,,no,,,,,DRPKL0028,625,no,,none,15,
5259,DHAL CHANA SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CHANA,DHAL",,,,,,,,,,,,,,,,,,dhal-chana-superchef-1-kg,packages,,no,no,yes,,,instock,50,,no,,,,,DRDHA0002,50,no,,none,15,
5261,DHAL MOONG WHOLE (GREEN) SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"DHAL,MOONG",,,,,,,,,,,,,,,,,,dhal-moong-whole-green-superchef-1-kg,packages,,no,no,yes,,,instock,60,,no,,,,,DRDHA0007,60,no,,none,15,
5263,DHAL MOONG YELLOW SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"DHAL,MOONG",,,,,,,,,,,,,,,,,,dhal-moong-yellow-superchef-1-kg,packages,,no,no,yes,,,instock,68,,no,,,,,DRDHA0017,68,no,,none,15,
5265,CHILLI DRY RED SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CHILLI,DRY",,,,,,,,,,,,,,,,,,chilli-dry-red-superchef-1-kg,packages,,no,no,yes,,,instock,150,,no,,,,,DRCHL0001,150,no,,none,15,
5267,CHILLI CRUSHED SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"CHILLI,CRUSHED",,,,,,,,,,,,,,,,,,chilli-crushed-superchef-1-kg,packages,,no,no,yes,,,instock,148,,no,,,,,DRCHL0007,148,no,,none,15,
5270,PEPPER BLACK WHOLE SUPERCHEF 1 KG,,,manually,236,,manually,108,,manually,469.57,,SUPERCHEF,simple,Grocery &amp; Food Cupboard,"BLACK,PEPPER",,,,,,,,,,,,,,,,,,pepper-black-whole-superchef-1-kg,packages,,no,no,yes,,,instock,285,,no,,,,,DRPEP0001,285,no,,none,15,
