"post_title","ID","post_content","post_excerpt","post_date","post_name","post_author","post_status","featured_image","product_shipping_class","visibility","tax_status","product_type","product_attribute_name","product_attribute_value","product_attribute_visible","product_attribute_variation","product_attribute_position","featured_product","product_attribute_taxonomy","tax_class","file_paths","edit_last","edit_lock","thumbnail_id","manage_stock","stock","stock_status","low_stock_threshold","stock_qty","total_sales","downloadable","virtual","regular_price","sale_price","purchase_note","menu_order","comment_status","weight","length","width","height","sku","upsell_ids","crosssell_ids","grouping_product","sale_price_dates_from","sale_price_dates_to","price","sold_individually","backorders","product_image_gallery","product_url","button_text","featured","downloadable_files","download_limit","download_expiry","download_type","_subscription_period","_subscription_period_interval","_subscription_length","_subscription_trial_period","_subscription_trial_length","_subscription_price","_wc_pb_bundle_sell_ids","_wc_pb_bundle_sells_title","_wc_pb_bundle_sells_discount","brand","product_category","product_tag","108","1147","1334","1560","236","25","469.57","9.57","disable_add_to_cart","disable_price","manually","onesignal_meta_box_present","onesignal_modify_title_and_content","onesignal_notification_custom_content","onesignal_notification_custom_heading","onesignal_send_notification","price1","price2","rs_page_bg_color","wcfm_policy_product_options"
"RAISINS YELLOW (GOLDEN) SUPERCHEF 1 KG","5431",,,"2021-03-26 20:06:50","raisins-yellow-golden-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","120",,,"0","open",,,,,"DRFRU0004",,,,,,"120","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","RAISINS,YELLOW","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"TAMARIND SUPERCHEF 1 KG","5433",,,"2021-03-26 20:06:50","tamarind-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","130",,,"0","open",,,,,"DRFRU0005",,,,,,"130","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","TAMARIND","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"RAISINS BLACK SUPERCHEF 1 KG","5436",,,"2021-03-26 20:06:50","raisins-black-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","135",,,"0","open",,,,,"DRFRU0009",,,,,,"135","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","BLACK,RAISIN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PEANUT SKINLESS SUPERCHEF 1 KG","5438",,,"2021-03-26 20:06:51","peanut-skinless-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","100",,,"0","open",,,,,"DRNUT0007",,,,,,"100","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","PEANUT,SKINLESS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PISTACHIO PEELED SUPERCHEF 1 KG","5441",,,"2021-03-26 20:06:51","pistachio-peeled-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","670",,,"0","open",,,,,"DRPIS0001",,,,,,"670","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","PEELED,PISTACHIO","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SEEDS CUMIN SUPERCHEF 1 KG","5443",,,"2021-03-26 20:06:53","seeds-cumin-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","125",,,"0","open",,,,,"DRSED0003",,,,,,"125","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CUMIN,SEEDS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BLACK PEPPER WHOLE SUPERCHEF 100 GM","5446",,,"2021-03-26 20:06:53","black-pepper-whole-superchef-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","26",,,"0","open",,,,,"DRSPC0135",,,,,,"26","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","BLACK,PEPPER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHILLI CRUSHED SUPERCHEF 100 GM","5448",,,"2021-03-26 20:06:53","chilli-crushed-superchef-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","26",,,"0","open",,,,,"DRSPC0137",,,,,,"26","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CHILLI,CRUSHED","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"THYME SUPERCHEF 70 GM","5450",,,"2021-03-26 20:06:53","thyme-superchef-70-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","26",,,"0","open",,,,,"DRSPC0147",,,,,,"26","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","THYME","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CORRIANDER WHOLE SUPERCHEF 500 GM","5452",,,"2021-03-26 20:06:53","corriander-whole-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","50",,,"0","open",,,,,"DRSPC0406",,,,,,"50","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CORRIANDER,WHOLE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"OREGANO DRY SUPERCHEF 500GM","5454",,,"2021-03-26 20:06:54","oregano-dry-superchef-500gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","98",,,"0","open",,,,,"DRSPC0407",,,,,,"98","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","DRY,OREGANO","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"ALMOND FLAKES SUPERCHEF 500 GM","5456",,,"2021-03-26 20:06:54","almond-flakes-superchef-500-gm-2","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","185",,,"0","open",,,,,"DRALM0028",,,,,,"185","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","ALMOND","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"OIL COOKING SUPERCHEF 18 LITRE","5458",,,"2021-03-26 20:06:54","oil-cooking-superchef-18-litre","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","630",,,"0","open",,,,,"DROIL0045",,,,,,"630","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","COOKING OIL","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER CORRIANDER SUPERCHEF 1 KG","5460",,,"2021-03-26 20:06:54","powder-corriander-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","85",,,"0","open",,,,,"DRPOW0003",,,,,,"85","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CORRIANDER,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER CURRY SUPERCHEF 1 KG","5463",,,"2021-03-26 20:06:54","powder-curry-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","105",,,"0","open",,,,,"DRPOW0004",,,,,,"105","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CURRY,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER PEPPER BLACK SUPERCHEF 1 KG","5465",,,"2021-03-26 20:06:54","powder-pepper-black-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","140",,,"0","open",,,,,"DRPOW0005",,,,,,"140","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","PEPPER,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER TURMERIC SUPERCHEF 1 KG","5467",,,"2021-03-26 20:06:54","powder-turmeric-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","65",,,"0","open",,,,,"DRPOW0013",,,,,,"65","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","POWDER,TURMERIC","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER COCONUT SUPERCHEF 1 KG","5470",,,"2021-03-26 20:06:54","powder-coconut-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","72",,,"0","open",,,,,"DRPOW0024",,,,,,"72","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","COCONUT,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER CORRIANDER SUPERCHEF 200 GM","5472",,,"2021-03-26 20:06:54","powder-corriander-superchef-200-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","25",,,"0","open",,,,,"DRPOW0171",,,,,,"25","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CORRIANDER,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"JAGGERY (GUD) SUPERCHEF 1 KG","5474",,,"2021-03-26 20:06:54","jaggery-gud-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","55",,,"0","open",,,,,"DRSUG0010",,,,,,"55","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","GUD,JAGGERY,SUGAR","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"FLOOR CLEANER MILKY LIME ARO 1 LTR","5477",,,"2021-03-26 20:06:55","floor-cleaner-milky-lime-aro-1-ltr","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","18",,,"0","open",,,,,"AMHYG0171",,,,,,"18","no","no",,,,"no",,,,,,,,,,,,,,"ARO","Hygiene","CLEANER,FLOOR,LIME","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHEESE CHEDDAR KG","5480",,,"2021-03-26 20:06:55","cheese-cheddar-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","105",,,"0","open",,,,,"CHCHE0159",,,,,,"105","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Dairy Products","CHEESE,PROCESSED,SPREAD","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHOCOLATE CARMA MILK 1 KG","5483",,,"2021-03-26 20:06:55","chocolate-carma-milk-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","293",,,"0","open",,,,,"CHCHO0077",,,,,,"293","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Chocolate &amp; Confectionery","CARMA,CHOCOLATES,COOKING","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHOCOLATE CARMA CLEAR GEL 6 KG","5485",,,"2021-03-26 20:06:55","chocolate-carma-clear-gel-6-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","1951",,,"0","open",,,,,"CHCHO0087",,,,,,"1951","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Chocolate &amp; Confectionery","CARMA,CHOCOLATES,COOKING,GEL","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHEWS STRAWBERRY FALERO 160 GM","5487",,,"2021-03-26 20:06:55","chews-strawberry-falero-160-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","12",,,"0","open",,,,,"CHGUM0008",,,,,,"12","no","no",,,,"no",,,,,,,,,,,,,,"FALERO","Chocolate &amp; Confectionery","CHOCOLATES,STRAWBERRY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DONUTS NUTTY CREAM 12 X 71 GM","5489",,,"2021-03-26 20:06:58","donuts-nutty-cream-12-x-71-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","240",,,"0","open",,,,,"FZBRE0115",,,,,,"240","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Bakery","BAKERY,DONUTS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DONUTS HAPPY 12 X 61 GM","5495",,,"2021-03-26 20:06:58","donuts-happy-12-x-61-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","180",,,"0","open",,,,,"FZBRE0116",,,,,,"180","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Bakery","BAKERY,DONUTS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DONUTS MARSHMALLOW 12 X 61 GM","5498",,,"2021-03-26 20:06:58","donuts-marshmallow-12-x-61-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","240",,,"0","open",,,,,"FZBRE0117",,,,,,"240","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Bakery","BAKERY,DONUTS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHICKEN WINGS 15 KG","5504",,,"2021-03-26 20:06:58","chicken-wings-15-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","1950",,,"0","open",,,,,"FZCHI0240",,,,,,"1950","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Frozen Foods","CHICKEN,WINGS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHICKEN WINGS SEARA 15 KG","5508",,,"2021-03-26 20:06:58","chicken-wings-seara-15-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","810",,,"0","open",,,,,"FZCHI0247",,,,,,"810","no","no",,,,"no",,,,,,,,,,,,,,"SEARA","Frozen Foods","CHICKEN,WINGS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHICKEN DRUMSTICK SEARA 15 KG","5511",,,"2021-03-26 20:06:58","chicken-drumstick-seara-15-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","780",,,"0","open",,,,,"FZCHI0281",,,,,,"780","no","no",,,,"no",,,,,,,,,,,,,,"SEARA","Frozen Foods","CHICKEN,DRUMSTICK","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHICKEN BREAST BONELESS BRAZIL AURORA (6 X 2 KG)","5514",,,"2021-03-26 20:06:58","chicken-breast-boneless-brazil-aurora-6-x-2-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","1200",,,"0","open",,,,,"FZCHI0283",,,,,,"1200","no","no",,,,"no",,,,,,,,,,,,,,"AURORA","Frozen Foods","BREAST,CHICKEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"FISH TUNA LOIN 1 KG","5517",,,"2021-03-26 20:06:58","fish-tuna-loin-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","125",,,"0","open",,,,,"FZFIS0030",,,,,,"125","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Frozen Foods","FISH,FROZEN,LOIN,TUNA","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"FISH DORADO STEAK 1 KG","5520",,,"2021-03-26 20:06:58","fish-dorado-steak-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","87.5",,,"0","open",,,,,"FZFIS0087",,,,,,"87.5","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Frozen Foods","DORADO,FISH,FROZEN,STEAK","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"FISH TUNA PRIME STEAK 1 KG","5522",,,"2021-03-26 20:06:58","fish-tuna-prime-steak-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","87.5",,,"0","open",,,,,"FZFIS0136",,,,,,"87.5","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Frozen Foods","FISH,FROZEN,STEAK,TUNA","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"KING FISH STEAK 1 KG","5525",,,"2021-03-26 20:06:59","king-fish-steak-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"1","no","no","87.5",,,"0","open",,,,,"FZFIS0137",,,,,,"87.5","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Frozen Foods","FISH,FROZEN,STEAK,TUNA","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"FISH DORADO FILLET 1 KG","5528",,,"2021-03-26 20:06:59","fish-dorado-fillet-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","105",,,"0","open",,,,,"FZFIS0139",,,,,,"105","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Frozen Foods","FILLET,FISH,FROZEN,TUNA","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"LAMB CUBES DOG FOOD 1 KG","5531",,,"2021-03-26 20:06:59","lamb-cubes-dog-food-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","25",,,"0","open",,,,,"FZLAM0107",,,,,,"25","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Pets Supplies","DOG,FOOD","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"VACCUM BAG 150 X 200 MM (1000 PIECE)","5533",,,"2021-03-26 20:06:59","vaccum-bag-150-x-200-mm-1000-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","650",,,"0","open",,,,,"AMBAG0003",,,,,,"650","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","BAG,NONFOOD,VACCUM","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"TRASH BAG WHITE SMALL 50 X 60 CM (20 KG)","5535",,,"2021-03-26 20:06:59","trash-bag-white-small-50-x-60-cm-20-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","1130",,,"0","open",,,,,"AMBAG0005",,,,,,"1130","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","BAG,NONFOOD,TRASH","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"GARBAGE BAG BLACK (BIN LINERS) 110 X 130 CM (20 KG)","5537",,,"2021-03-26 20:06:59","garbage-bag-black-bin-liners-110-x-130-cm-20-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","800",,,"0","open",,,,,"AMBAG0138",,,,,,"800","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","BAG,GARBAGE,NONFOOD","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BAKING SHEET 500 PIECE","5539",,,"2021-03-26 20:06:59","baking-sheet-500-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","660",,,"0","open",,,,,"AMBAK0001",,,,,,"660","no","no",,,,"no",,,,,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","BAKERY,BAKING,NONFOOD,SHEET","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BAMBOO SKEWERS 6 INCH 80 PIECE","5541",,,"2021-03-26 20:06:59","bamboo-skewers-6-inch-80-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","7",,,"0","open",,,,,"AMBAM0026",,,,,,"7","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","BAMBOO,NONFOOD,SKEWERS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BAMBOO GUN SKEWERS 6 INCH","5545",,,"2021-03-26 20:06:59","bamboo-gun-skewers-6-inch","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","55",,,"0","open",,,,,"AMBAM0028",,,,,,"55","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","BAMBOO,NONFOOD,SKEWERS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BAMBOO KNOT SKEWERS 6 INCH","5547",,,"2021-03-26 20:07:00","bamboo-knot-skewers-6-inch","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","50",,,"0","open",,,,,"AMBAM0029",,,,,,"50","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","BAMBOO,NONFOOD,SKEWERS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BIO BAGASSE ROUND PLATE 9"" SUPERTOUCH 500 PIECE","5549",,,"2021-03-26 20:07:01","bio-bagasse-round-plate-9-supertouch-500-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","865",,,"0","open",,,,,"AMBIO0002",,,,,,"865","no","no",,,,"no",,,,,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","BIO,NONFOOD,PLATE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CANDLES TEALIGHT 100 PCS","5551",,,"2021-03-26 20:07:02","candles-tealight-100-pcs","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","145",,,"0","open",,,,,"AMCDL0001",,,,,,"145","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","CANDLES,NONFOOD","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHARCOAL BRICK 4 KG","5553",,,"2021-03-26 20:07:02","charcoal-brick-4-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","80",,,"0","open",,,,,"AMCOL0009",,,,,,"80","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","BRICK,CHARCOAL","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DEO PEBBLE SHINE (F) MARYAJ 200 ML","5555",,,"2021-03-26 20:07:02","deo-pebble-shine-f-maryaj-200-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","50",,,"0","open",,,,,"AMCRE0281",,,,,,"50","no","no",,,,"no",,,,,,,,,,,,,,"MARYAJ","Hygiene","DEO,PEBBLE,PERFUME","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"FACE MASK 50 PIECE","5557",,,"2021-03-26 20:07:02","face-mask-50-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","200",,,"0","open",,,,,"AMGLO0051",,,,,,"200","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Hygiene","FACE,MASK","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"AUTOMATIC HAND SANITIZER DISPENSER","5559",,,"2021-03-26 20:07:02","automatic-hand-sanitizer-dispenser","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","1500",,,"0","open",,,,,"AMMSC0072",,,,,,"1500","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","AUTOMATIC,DISPENSER,SANITIZER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DISPENSER FOR TISSUE MAXIROLL","5561",,,"2021-03-26 20:07:02","dispenser-for-tissue-maxiroll","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","350",,,"0","open",,,,,"AMMSC0084",,,,,,"350","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","AUTOMATIC,DISPENSER,MAXIROLL","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"MICRO CONTAINER RED/BLACK WITH LID 800 ML 300 PIECE","5563",,,"2021-03-26 20:07:02","micro-container-red-black-with-lid-800-ml-300-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","1820",,,"0","open",,,,,"AMMSC0868",,,,,,"1820","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","BIO,BLACK,CONTAINER,RED,TAKEAWAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"WOODEN FORK 16 CM","5565",,,"2021-03-26 20:07:02","wooden-fork-16-cm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","70",,,"0","open",,,,,"AMMSC0893",,,,,,"70","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","FORK,NONFOOD,WOODEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"WOODEN KNIFE 16 CM","5567",,,"2021-03-26 20:07:02","wooden-knife-16-cm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","70",,,"0","open",,,,,"AMMSC0894",,,,,,"70","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","KNIFE,NONFOOD,WOODEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"RED & BLACK MICRO CONTAINER WITH LID SUPERTOUCH 650 ML 300 PIECE","5569",,,"2021-03-26 20:07:02","red-black-micro-container-with-lid-supertouch-650-ml-300-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","1550",,,"0","open",,,,,"AMMSC0981",,,,,,"1550","no","no",,,,"no",,,,,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","BIO,BLACK,CONTAINER,RED,TAKEAWAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"TAKE AWAY BOX BIODEGRADABLE HALF 450 ML 300 PIECE","5571",,,"2021-03-26 20:07:03","take-away-box-biodegradable-half-450-ml-300-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","1750",,,"0","open",,,,,"AMMSC0982",,,,,,"1750","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","BLACK,CONTAINER,RED,TAKEAWAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
