ID,Title,Content,Short Description,Date,Post Type,Permalink,Parent Product ID,Sku,Price,Regular Price,Sale Price,Stock Status,Stock,External Product URL,Total Sales,Attribute Name (pa_packages),Attribute Value (pa_packages),Attribute In Variations (pa_packages),Attribute Is Visible (pa_packages),Attribute Is Taxonomy (pa_packages),Shipping Class,URL,Title,Caption,Description,Alt Text,Featured,URL,Brands,Product Type,Product visibility,Product categories,Product tags,Product Visibility,Status,Slug,Format,Template,Parent Slug,Order,Comment Status,Ping Status,Post Modified Date,Downloadable,Virtual,Purchase Note,Featured,Weight,Length,Width,Height,Sale Price Dates From,Sale Price Dates To,Sold Individually,Manage Stock,Up-Sells,Cross-Sells,Downloadable Files Paths,Downloadable Files Names,Download Limit,Download Expiry,Download Type,Button Text,Backorders,Tax Status,Tax Class,Product Image Gallery,Default Attributes,Product Attributes,Product Version,Variation Description,Wc Rating Count,Wc Review Count,Wc Average Rating,Children,_visibility,_upsell_skus,_crosssell_skus,_file_path,_file_paths,_mahe_price,_mahe_regular_price,_mahe_sale_price,_praslin_price,_praslin_regular_price,_praslin_sale_price,_la-digue_price,_la-digue_regular_price,_la-digue_sale_price,_wcfm_product_views,_wp_old_date,_mahe_price_method,_mahe_sale_price_dates,_mahe_sale_price_dates_from,_mahe_sale_price_dates_to,_praslin_price_method,_praslin_sale_price_dates,_praslin_sale_price_dates_from,_praslin_sale_price_dates_to,_la-digue_price_method,_la-digue_sale_price_dates,_la-digue_sale_price_dates_from,_la-digue_sale_price_dates_to,manually,236,469.57,108,1334,_wp_page_template,onesignal_meta_box_present,onesignal_send_notification,onesignal_modify_title_and_content,onesignal_notification_custom_heading,onesignal_notification_custom_content,rs_page_bg_color,_product_video_gallery,_product_video_code,_product_video_autoplay,_fixed_price_rules,_sale_price_time_start,_sale_price_time_end,_wcfmmp_commission,_et_single_layout,_et_single_thumbnail_hover,_et_product_view_hover,_et_product_view_color,_et_additional_block,_et_sale_counter,_et_product_slider,_et_primary_category,1147,_wp_old_slug,9.57,1560,_is_multi_parent,_wcfm_product_approved_notified,_catalog,disable_add_to_cart,disable_price,_wcfmmp_processing_time,_tiered_price_rules_type,wcfm_policy_product_options,_wcfm_new_product_notified,price1,price2,_has_multi_selling,_wcfm_product_author,25,_heateor_sss_meta,_elementor_edit_mode,_elementor_template_type,_elementor_version,_wp_trash_meta_status,_wp_trash_meta_time
6287,RICE BASMATI ROZANA CHEF CHOICE 20 KG,,1 X 1 BAG,4/1/2021 8:35,product,https://shop.ewdc.in/product/rice-basmati-rozana-chef-choice-20-kg/,0,DRICE0098,410,500,410,instock,100,,,Packages,,no,no,no,,https://shop.ewdc.in/wp-content/uploads/2021/04/chef-choice-1-1.png|https://shop.ewdc.in/wp-content/uploads/2021/04/chef-choice-1.png,chef choice|chef choice,|,|,|,https://shop.ewdc.in/wp-content/uploads/2021/04/chef-choice-1-1.png,,CHEF CHOICE,simple,visible,Grocery &amp; Food Cupboard,"BASMATI, RICE",visible,publish,rice-basmati-rozana-chef-choice-20-kg,,default,0,0,open,closed,4/1/2021 9:24,no,no,,no,,,,,,,no,yes,,,,,-1,-1,,,no,taxable,0,,a:0:{},,5.1.0,,,0,0,,,a:0:{},a:0:{},,,,340,,,160,,,200,,1,,manual,default,,,manual,default,,,manual,default,,,,,,,,default,,,,,,,,,,[],,,,standard,inherit,inherit,inherit,0,disable,inherit,auto,,,,,,,,,,,,,,,,,,,,,,,,
6289,"PAPER PLATE 7"" CUPCO 100 PCS",,1 X 1 PACKET,4/1/2021 8:35,product,https://shop.ewdc.in/product/paper-plate-7-cupco-100-pcs/,0,AMPAP0161,411,500,411,instock,100,,,Packages,,no,no,no,,https://shop.ewdc.in/wp-content/uploads/2021/04/AMPAP0161-1.jpeg|https://shop.ewdc.in/wp-content/uploads/2021/04/AMPAP0161.jpeg,AMPAP0161|AMPAP0161,|,|,|,https://shop.ewdc.in/wp-content/uploads/2021/04/AMPAP0161-1.jpeg,,CUPCO,simple,visible,Cleaning &amp; Household,DISPOSABLES,visible,publish,paper-plate-7-cupco-100-pcs,,default,0,0,open,closed,4/1/2021 9:24,no,no,,no,,,,,,,no,yes,,,,,-1,-1,,,no,taxable,15,,a:0:{},,5.1.0,,,0,0,,,a:0:{},a:0:{},,,,341,,,161,,,200,,,,manual,default,,,manual,default,,,manual,default,,,,,,,,default,,,,,,,,,,[],,,,standard,inherit,inherit,inherit,0,disable,inherit,auto,,,,,,,,,,,,,,,,,,,,,,,,
6291,DONUTS SUGAR 45 GM,,1 X 1 TRAY,4/1/2021 8:35,product,https://shop.ewdc.in/product/donuts-sugar-45-gm/,0,FZBRE0103,412,500,412,instock,100,,0,Packages,,no,no,no,,https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0103-2-1.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0103-1.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0103-3.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0103-2.jpg,FZBRE0103 -2|FZBRE0103 -1|FZBRE0103 -3|FZBRE0103 -2,|||,|||,|||,https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0103-2-1.jpg,,DOOTI DONUTS,simple,visible,Bakery,"BREAD, PRODUCTS",visible,publish,donuts-sugar-45-gm,,default,0,0,open,closed,4/1/2021 9:24,no,no,,no,,,,,,,no,yes,,,,,-1,-1,,,no,taxable,15,"62,936,294",a:0:{},,5.1.0,,,0,0,,,a:0:{},a:0:{},,,,342,,,162,,,200,,1,,manual,default,,,manual,default,,,manual,default,,,,,,,,default,1,,,,,,,,,[],,,"{""commission_mode"":""global"",""commission_percent"":""90"",""commission_fixed"":"""",""tax_name"":"""",""tax_percent"":""""}",standard,inherit,inherit,inherit,0,disable,inherit,auto,,,,,,,,,,,,,,,,,,,"{""sharing"":0,""vertical_sharing"":0}",,,,,
6295,DONUTS STRAWBERRY 70 GM,,1 X 1 TRAY,4/1/2021 8:35,product,https://shop.ewdc.in/product/donuts-strawberry-70-gm/,0,FZBRE0104,413,500,413,instock,100,,0,Packages,,no,no,no,,https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0104-2-1.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0104-1.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0104-2.jpg,FZBRE0104 -2|FZBRE0104 -1|FZBRE0104 -2,||,||,||,https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0104-2-1.jpg,,DOOTI DONUTS,simple,visible,Bakery,"BREAD, PRODUCTS",visible,publish,donuts-strawberry-70-gm,,default,0,0,open,closed,4/1/2021 9:24,no,no,,no,,,,,,,no,yes,,,,,-1,-1,,,no,taxable,15,6297,a:0:{},,5.1.0,,,0,0,,,a:0:{},a:0:{},,,,343,,,163,,,200,,1,,manual,default,,,manual,default,,,manual,default,,,,,,,,default,1,,,,,,,,,[],,,"{""commission_mode"":""global"",""commission_percent"":""90"",""commission_fixed"":"""",""tax_name"":"""",""tax_percent"":""""}",standard,inherit,inherit,inherit,0,disable,inherit,auto,,,,,,,,,,,,,,,,,,,"{""sharing"":0,""vertical_sharing"":0}",,,,,
6298,DONUTS PANNACOTTA 69 GM,,1 X 1 TRAY,4/1/2021 8:35,product,https://shop.ewdc.in/product/donuts-pannacotta-69-gm/,0,FZBRE0105,414,500,414,instock,100,,0,Packages,,no,no,no,,https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0105-2-1.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0105-1.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0105-3.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0105-2.jpg,FZBRE0105 -2|FZBRE0105 -1|FZBRE0105 -3|FZBRE0105 -2,|||,|||,|||,https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0105-2-1.jpg,,DOOTI DONUTS,simple,visible,Bakery,"BREAD, PRODUCTS",visible,publish,donuts-pannacotta-69-gm,,default,0,0,open,closed,4/1/2021 9:24,no,no,,no,,,,,,,no,yes,,,,,-1,-1,,,no,taxable,15,"63,006,301",a:0:{},,5.1.0,,,0,0,,,a:0:{},a:0:{},,,,344,,,164,,,200,,1,,manual,default,,,manual,default,,,manual,default,,,,,,,,default,1,,,,,,,,,[],,,"{""commission_mode"":""global"",""commission_percent"":""90"",""commission_fixed"":"""",""tax_name"":"""",""tax_percent"":""""}",standard,inherit,inherit,inherit,0,disable,inherit,auto,,,,,,,,,,,,,,,,,,,"{""sharing"":0,""vertical_sharing"":0}",,,,,
6302,DONUTS STRIPE 55 GM,,1 X 1 TRAY,4/1/2021 8:35,product,https://shop.ewdc.in/product/donuts-stripe-55-gm/,0,FZBRE0106,415,500,415,instock,100,,0,Packages,,no,no,no,,https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0106-2-1.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0106-1.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0106-3.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0106-2.jpg,FZBRE0106 -2|FZBRE0106 -1|FZBRE0106 -3|FZBRE0106 -2,|||,|||,|||,https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0106-2-1.jpg,,DOOTI DONUTS,simple,visible,Bakery,"BREAD, PRODUCTS",visible,publish,donuts-stripe-55-gm,,default,0,0,open,closed,4/1/2021 9:24,no,no,,no,,,,,,,no,yes,,,,,-1,-1,,,no,taxable,15,"63,046,305",a:0:{},,5.1.0,,,0,0,,,a:0:{},a:0:{},,,,345,,,165,,,200,,2,,manual,default,,,manual,default,,,manual,default,,,,,,,,default,1,,,,,,,,,[],,,"{""commission_mode"":""global"",""commission_percent"":""90"",""commission_fixed"":"""",""tax_name"":"""",""tax_percent"":""""}",standard,inherit,inherit,inherit,0,disable,inherit,auto,,,,,,,,,,,,,,,,,,,"{""sharing"":0,""vertical_sharing"":0}",,,,,
6306,DONUTS TRIPLE CHOCOLATE 12 X 69 GM,,1 X 1 TRAY,4/1/2021 8:35,product,https://shop.ewdc.in/product/donuts-triplechocolate-69-gm/,0,FZBRE0107,416,500,416,instock,100,,,Packages,,no,no,no,,https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0107-2-1.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0107-1.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0107-3.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0107-2.jpg,FZBRE0107 -2|FZBRE0107 -1|FZBRE0107 -3|FZBRE0107 -2,|||,|||,|||,https://shop.ewdc.in/wp-content/uploads/2021/04/FZBRE0107-2-1.jpg,,DOOTI DONUTS,simple,visible,Bakery,"BREAD,PRODUCTS",visible,publish,donuts-triplechocolate-69-gm,,default,0,0,open,closed,4/1/2021 9:24,no,no,,no,,,,,,,no,yes,,,,,-1,-1,,,no,taxable,15,"63,086,309",a:0:{},,5.1.0,,,0,0,,,a:0:{},a:0:{},,,,346,,,166,,,200,,1,,manual,default,,,manual,default,,,manual,default,,,,,,,,default,,,,,,,,,,[],,,,standard,inherit,inherit,inherit,0,disable,inherit,auto,,,,,,,,,,,,,,,,,,,,,,,,
6310,CHICKEN MORTADELLA WITH PEPPERS EURO GOURMET 1 KG,,1 X 1 PACKET,4/1/2021 8:35,product,https://shop.ewdc.in/product/chicken-mortadella-wt-peppers-euro-gourmet/,0,CHCHI0013,417,500,417,instock,100,,,Packages,,no,no,no,,https://shop.ewdc.in/wp-content/uploads/2021/04/CHCHI0013-1.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/CHCHI0013.jpg,CHCHI0013|CHCHI0013,|,|,|,https://shop.ewdc.in/wp-content/uploads/2021/04/CHCHI0013-1.jpg,,EURO GOURMET,simple,visible,Frozen Foods,"CHICKEN, MORTADELLA",visible,publish,chicken-mortadella-wt-peppers-euro-gourmet,,default,0,0,open,closed,4/1/2021 9:24,no,no,,no,,,,,,,no,yes,,,,,-1,-1,,,no,taxable,15,,a:0:{},,5.1.0,,,0,0,,,a:0:{},a:0:{},,,,347,,,167,,,200,,,,manual,default,,,manual,default,,,manual,default,,,,,,,,default,,,,,,,,,,[],,,,standard,inherit,inherit,inherit,0,disable,inherit,auto,,,,,,,,,,,,,,,,,,,,,,,,
6312,SYRUP BANANA GIFFARD 100 CL,,1 X 1 BOTTLE,4/1/2021 8:35,product,https://shop.ewdc.in/product/syrup-banana-giffard-100-cl/,0,DRSYR0026,418,500,418,instock,100,,,Packages,,no,no,no,,https://shop.ewdc.in/wp-content/uploads/2021/04/DRSYR0026-1.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/DRSYR0026.jpg,DRSYR0026|DRSYR0026,|,|,|,https://shop.ewdc.in/wp-content/uploads/2021/04/DRSYR0026-1.jpg,,GIFFARD,simple,visible,Grocery &amp; Food Cupboard,"BANANA, SYRUP",visible,publish,syrup-banana-giffard-100-cl,,default,0,0,open,closed,4/1/2021 9:24,no,no,,no,,,,,,,no,yes,,,,,-1,-1,,,no,taxable,15,,a:0:{},,5.1.0,,,0,0,,,a:0:{},a:0:{},,,,348,,,168,,,200,,,,manual,default,,,manual,default,,,manual,default,,,,,,,,default,,,,,,,,,,[],,,,standard,inherit,inherit,inherit,0,disable,inherit,auto,,,,,,,,,,,,,,,,,,,,,,,,
6314,SYRUP CARAMEL GIFFARD 100 CL,,1 X 1 BOTTLE,4/1/2021 8:36,product,https://shop.ewdc.in/product/syrup-caramel-giffard-100-cl/,0,DRSYR0068,419,500,419,instock,100,,,Packages,,no,no,no,,https://shop.ewdc.in/wp-content/uploads/2021/04/DRSYR0068-1.jpg|https://shop.ewdc.in/wp-content/uploads/2021/04/DRSYR0068.jpg,DRSYR0068|DRSYR0068,|,|,|,https://shop.ewdc.in/wp-content/uploads/2021/04/DRSYR0068-1.jpg,,GIFFARD,simple,visible,Grocery &amp; Food Cupboard,"CARAMEL, SYRUP",visible,publish,syrup-caramel-giffard-100-cl,,default,0,0,open,closed,4/1/2021 9:24,no,no,,no,,,,,,,no,yes,,,,,-1,-1,,,no,taxable,15,,a:0:{},,5.1.0,,,0,0,,,a:0:{},a:0:{},,,,349,,,169,,,200,,1,,manual,default,,,manual,default,,,manual,default,,,,,,,,default,,,,,,,,,,[],,,,standard,inherit,inherit,inherit,0,disable,inherit,auto,,,,,,,,,,,,,,,,,,,,,,,,
