ID,Title,Content,Excerpt,Date,Post Type,Permalink,_la-digue_price_method,_la-digue_regular_price,_la-digue_sale_price,_mahe_price_method,_mahe_regular_price,_mahe_sale_price,_praslin_price_method,_praslin_regular_price,_praslin_sale_price,Brands,Product Type,Product Visibility,Product categories,Product tags,Status,Attribute Name (color),Attribute Value (color),Attribute In Variations (color),Attribute Is Visible (color),Attribute Is Taxonomy (color),Attribute Position (color),Stock Status,Regular Price,Sale Price,SKU,Manage Stock,Stock,Backorders,Tax Status,Tax Class
5065,"CAKE BOARD ROUND GOLD WITH HANDLE 12"" HOTPACK",,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/cake-board-round-gold-with-handle-12-hotpack/,manual,367,,manual,355,,manual,367,,HOTPACK,simple,visible,Cleaning &amp; Household,PACKING,publish,color,,no,no,no,,instock,355,,AMMSC1451,yes,1,no,taxable,standard
5067,"CAKE BOARD SQUARE GOLD WITH HANDLE 10"" HOTPACK",,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/cake-board-square-gold-with-handle-10-hotpack/,manual,317,,manual,305,,manual,317,,HOTPACK,simple,visible,Cleaning &amp; Household,PACKING,publish,color,,no,no,no,,outofstock,305,,AMMSC1452,yes,0,no,taxable,standard
5069,MICRO CONTAINER RECTANGLE 4 DIVISION WITH LID HOTPACK 150 PIECE,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/micro-container-rectangle-4-division-with-lid-hotpack/,manual,1475,,manual,1460,,manual,1475,,HOTPACK,simple,visible,Cleaning &amp; Household,PACKING,publish,color,,no,no,no,,outofstock,1460,,AMMSC1458,yes,0,no,taxable,standard
5071,PET ICE CREAM BOWL 10 OZ HOTPACK (1000 PIECE),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/pet-ice-cream-bowl-10-oz-hotpack/,manual,1650,,manual,1635,,manual,1650,,HOTPACK,simple,visible,Cleaning &amp; Household,PACKING,publish,color,,no,no,no,,instock,1635,,AMMSC1459,yes,1,no,taxable,standard
5073,WAX PAPER(BAKING) 75 SQFT HOTPACK 12 ROLLS,,1 X 1 CARTON,31-Dec-69,product,https://shop.ewdc.in/product/wax-paperbaking-75-sqft-hotpack/,manual,590,,manual,575,,manual,590,,HOTPACK,simple,visible,Cleaning &amp; Household,PACKING,publish,color,,no,no,no,,instock,575,,AMPAP0158,yes,3.2,no,taxable,standard
5075,POPCORN SQUARE 32OZ HOTPACK (1000 PIECE),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/popcorn-square-32oz-hotpack/,manual,1365,,manual,1350,,manual,1365,,HOTPACK,simple,visible,Cleaning &amp; Household,PACKING,publish,color,,no,no,no,,instock,1350,,AMPAP0160,yes,2.8,no,taxable,standard
5077,DOME LID WITHOUT HOLE FOR ICE PET BOWL HOTPACK (1000 PIECE),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/dome-lid-without-hole-for-ice-pet-bowl-hotpack/,manual,835,,manual,820,,manual,835,,HOTPACK,simple,visible,Cleaning &amp; Household,PACKING,publish,color,,no,no,no,,instock,820,,AMPAP0170,yes,1.6,no,taxable,standard
5079,POWDER BAKING KENT 1 KG,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/powder-baking-kent-1-kg/,manual,54,,manual,50,,manual,54,,KENT BORINGER,simple,visible,Grocery &amp; Food Cupboard,"BAKING, POWDER",publish,color,,no,no,no,,instock,50,,DRPOW0103,yes,217.6,no,taxable,standard
5081,OIL OLIVE POMACE (KENT)1 LITRE,,1 X 1 BOTTLE,31-Dec-69,product,https://shop.ewdc.in/product/oil-olive-pomace-kent1-litre/,manual,82,,manual,80,,manual,82,,KENT BORINGER,simple,visible,Grocery &amp; Food Cupboard,"OIL, OLIVE",publish,color,,no,no,no,,outofstock,80,,DROIL0032,yes,0,no,taxable,standard
5083,COOKING WINE MADEIRA TAYLER 750 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/cooking-wine-madeira-tayler-750-ml/,manual,1968,,manual,1966,,manual,1968,,MADEIRA TAYLER,simple,visible,Alcohol,"COOKING, WINE",publish,color,,no,no,no,,outofstock,1966,,DRWIN0071,yes,0,no,taxable,standard
5085,PERFUME AFTER DARK (M) MARYAJ 100 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/perfume-after-dark-m-maryaj-100-ml/,manual,182,,manual,180,,manual,182,,MARYAJ,simple,visible,Hygiene,"MALE, PERFUME, SPRAY",publish,color,,no,no,no,,instock,180,,AMCRE0064,yes,48.4,no,taxable,standard
5087,PERFUME MAVEN (F) MARYAJ 100 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/perfume-maven-f-maryaj-100-ml/,manual,234,,manual,232,,manual,234,,MARYAJ,simple,visible,Hygiene,"FEMALE, PERFUME, SPRAY",publish,color,,no,no,no,,outofstock,232,,AMCRE0103,yes,0,no,taxable,standard
5089,PERFUME EBONY (M) MARYAJ 100 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/perfume-ebony-m-maryaj-100-ml/,manual,126,,manual,125,,manual,126,,MARYAJ,simple,visible,Hygiene,"MALE, PERFUME, SPRAY",publish,color,,no,no,no,,outofstock,125,,AMCRE0104,yes,0,no,taxable,standard
5091,PERFUME NUT (M) MARYAJ 100 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/perfume-nut-m-maryaj-100-ml/,manual,212,,manual,210,,manual,212,,MARYAJ,simple,visible,Hygiene,"MALE, PERFUME, SPRAY",publish,color,,no,no,no,,outofstock,210,,AMCRE0163,yes,0,no,taxable,standard
5093,GIFT PACK UNION (M) MARYAJ (PERFUME + DEO),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/gift-pack-union-m-maryaj-perfume-deo/,manual,242,,manual,240,,manual,242,,MARYAJ,simple,visible,Hygiene,"MALE, PERFUME, SPRAY",publish,color,,no,no,no,,instock,240,,AMCRE0177,yes,7.6,no,taxable,standard
5095,GIFT PACK LUV ME (F) MARYAJ (PERFUME + BODY LOTION),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/gift-pack-luv-me-f-maryaj-perfume-body-lotion/,manual,162,,manual,160,,manual,162,,MARYAJ,simple,visible,Hygiene,"FEMALE, PERFUME, SPRAY",publish,color,,no,no,no,,instock,160,,AMCRE0178,yes,7.6,no,taxable,standard
5097,PERFUME UNION (M) MARYAJ 100 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/perfume-union-m-maryaj-100-ml/,manual,176,,manual,175,,manual,176,,MARYAJ,simple,visible,Hygiene,"MALE, PERFUME, SPRAY",publish,color,,no,no,no,,outofstock,175,,AMCRE0180,yes,0,no,taxable,standard
5099,PERFUME ROBUST SPORTY (M) MARYAJ 100 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/perfume-robust-sporty-m-maryaj-100-ml/,manual,147,,manual,135,,manual,147,,MARYAJ,simple,visible,Hygiene,"MALE, PERFUME, SPRAY",publish,color,,no,no,no,,outofstock,135,,AMCRE0181,yes,0,no,taxable,standard
5101,GIFT PACK VIVECA (F) MARYAJ(PERFUME + BODY LOTION),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/gift-pack-viveca-f-maryajperfume-body-lotion/,manual,262,,manual,260,,manual,262,,MARYAJ,simple,visible,Hygiene,"FEMALE, PERFUME, SPRAY",publish,color,,no,no,no,,instock,260,,AMCRE0193,yes,1.4,no,taxable,standard
5103,GIFT PACK EBONY (M) MARYAJ(PERFUME + DEO),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/gift-pack-ebony-m-maryajperfume-deo/,manual,222,,manual,220,,manual,222,,MARYAJ,simple,visible,Hygiene,"MALE, PERFUME, SPRAY",publish,color,,no,no,no,,instock,220,,AMCRE0194,yes,2.4,no,taxable,standard
5105,DEO HUDDLE 1(M) MARYAJ 150 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/deo-huddle-1m-maryaj-150-ml/,manual,47,,manual,45,,manual,47,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",publish,color,,no,no,no,,outofstock,45,,AMCRE0211,yes,0,no,taxable,standard
5107,DEO HUDDLE 2(M) MARYAJ 150 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/deo-huddle-2m-maryaj-150-ml/,manual,47,,manual,45,,manual,47,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",publish,color,,no,no,no,,instock,45,,AMCRE0212,yes,14.2,no,taxable,standard
5109,DEO HUDDLE 3(M) MARYAJ 150 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/deo-huddle-3m-maryaj-150-ml/,manual,47,,manual,45,,manual,47,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",publish,color,,no,no,no,,instock,45,,AMCRE0213,yes,8.6,no,taxable,standard
5111,DEO HUDDLE 4(M) MARYAJ 150 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/deo-huddle-4m-maryaj-150-ml/,manual,47,,manual,45,,manual,47,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",publish,color,,no,no,no,,instock,45,,AMCRE0214,yes,21.2,no,taxable,standard
5113,DEO HUDDLE 5(M) MARYAJ 150 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/deo-huddle-5m-maryaj-150-ml/,manual,47,,manual,45,,manual,47,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",publish,color,,no,no,no,,instock,45,,AMCRE0215,yes,24.6,no,taxable,standard
5115,DEO HUDDLE 6(M) MARYAJ 150 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/deo-huddle-6m-maryaj-150-ml/,manual,47,,manual,45,,manual,47,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",publish,color,,no,no,no,,instock,45,,AMCRE0216,yes,21.2,no,taxable,standard
5117,DEO HUDDLE 20(M) MARYAJ 150 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/deo-huddle-20m-maryaj-150-ml/,manual,47,,manual,45,,manual,47,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",publish,color,,no,no,no,,instock,45,,AMCRE0217,yes,21.4,no,taxable,standard
5119,DEO HUDDLE 21(M) MARYAJ 150 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/deo-huddle-21m-maryaj-150-ml/,manual,47,,manual,45,,manual,47,,MARYAJ,simple,visible,Hygiene,"DEODORANT, MALE, SPRAY",publish,color,,no,no,no,,instock,45,,AMCRE0218,yes,6,no,taxable,standard
5121,DEO HUDDLE 7(F) MARYAJ 150 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/deo-huddle-7f-maryaj-150-ml/,manual,52,,manual,50,,manual,52,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",publish,color,,no,no,no,,outofstock,50,,AMCRE0219,yes,0,no,taxable,standard
5123,DEO HUDDLE 10(F) MARYAJ 150 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/deo-huddle-10f-maryaj-150-ml/,manual,47,,manual,45,,manual,47,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",publish,color,,no,no,no,,instock,45,,AMCRE0222,yes,8.2,no,taxable,standard
5125,DEO HUDDLE 11(F) MARYAJ 150 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/deo-huddle-11f-maryaj-150-ml/,manual,47,,manual,45,,manual,47,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",publish,color,,no,no,no,,instock,45,,AMCRE0223,yes,5.4,no,taxable,standard
5127,DEO HUDDLE 12(F) MARYAJ 150 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/deo-huddle-12f-maryaj-150-ml/,manual,47,,manual,45,,manual,47,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",publish,color,,no,no,no,,instock,45,,AMCRE0224,yes,6.8,no,taxable,standard
5129,DEO HUDDLE 13(F) MARYAJ 150 ML,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/deo-huddle-13f-maryaj-150-ml/,manual,47,,manual,45,,manual,47,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",publish,color,,no,no,no,,instock,45,,AMCRE0225,yes,5.6,no,taxable,standard
5131,GIFT PACK AFTER DARK (M) MARYAJ (EDP & DEO),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/gift-pack-after-dark-m-maryaj-edp-deo/,manual,222,,manual,220,,manual,222,,MARYAJ,simple,visible,Hygiene,"MALE, PERFUME, SPRAY",publish,color,,no,no,no,,instock,220,,AMCRE0380,yes,6,no,taxable,standard
5133,GIFT PACK REUNION (M) MARYAJ (EDP & DEO),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/gift-pack-reunion-m-maryaj-edp-deo/,manual,202,,manual,200,,manual,202,,MARYAJ,simple,visible,Hygiene,"MALE, PERFUME, SPRAY",publish,color,,no,no,no,,instock,200,,AMCRE0384,yes,3.6,no,taxable,standard
5135,GIFT PACK M (F) MARYAJ (EDP & DEO),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/gift-pack-m-f-maryaj-edp-deo/,manual,182,,manual,180,,manual,182,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",publish,color,,no,no,no,,instock,180,,AMCRE0385,yes,2.8,no,taxable,standard
5137,GIFT PACK ELEMENTS(F) MARYAJ (EDP & DEO),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/gift-pack-elementsf-maryaj-edp-deo/,manual,242,,manual,240,,manual,242,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",publish,color,,no,no,no,,instock,240,,AMCRE0386,yes,1.4,no,taxable,standard
5139,GIFT PACK MAVEN(F) MARYAJ (EDP & DEO),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/gift-pack-mavenf-maryaj-edp-deo/,manual,242,,manual,240,,manual,242,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",publish,color,,no,no,no,,instock,240,,AMCRE0387,yes,1.4,no,taxable,standard
5141,GIFT PACK RAMONA(F) MARYAJ (EDP & DEO),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/gift-pack-ramonaf-maryaj-edp-deo/,manual,182,,manual,180,,manual,182,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",publish,color,,no,no,no,,instock,180,,AMCRE0388,yes,3,no,taxable,standard
5143,GIFT PACK M WHITE FEMALE MARYAJ (EDP & DEO),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/gift-pack-m-whitef-maryaj-edp-deo/,manual,182,,manual,180,,manual,182,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",publish,color,,no,no,no,,instock,180,,AMCRE0389,yes,1.4,no,taxable,standard
5145,GIFT PACK TRIPLE TREAT(F) MARYAJ (EDP & DEO),,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/gift-pack-triple-treatf-maryaj-edp-deo/,manual,302,,manual,300,,manual,302,,MARYAJ,simple,visible,Hygiene,"DEODORANT, FEMALE, SPRAY",publish,color,,no,no,no,,instock,300,,AMCRE0390,yes,1.2,no,taxable,standard
5146,KASTURI METHI MDH 1 KG,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/kasturi-methi-mdh/,manual,494,,manual,490,,manual,494,,MDH,simple,visible,Grocery &amp; Food Cupboard,"KASTURI, METHI",publish,color,,no,no,no,,outofstock,490,,DRMTH0003,yes,0,no,taxable,standard
5148,POWDER CHILLI MDH 1 KG,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/powder-chilli-mdh/,manual,229,,manual,225,,manual,229,,MDH,simple,visible,Grocery &amp; Food Cupboard,"CHILLI, POWDER",publish,color,,no,no,no,,instock,225,,DRPOW0335,yes,1.8,no,taxable,standard
5150,POWDER CHILLI MDH 200 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/powder-chilli-mdh-200-gm/,manual,28,,manual,26,,manual,28,,MDH,simple,visible,Grocery &amp; Food Cupboard,"CHILLI, POWDER",publish,color,,no,no,no,,instock,26,,DRPOW0338,yes,2.6,no,taxable,standard
5152,SAUCE CHILLI MINNIES 250 X 7 GM,,1 X 1 CARTON,31-Dec-69,product,https://shop.ewdc.in/product/sauce-chilli-minnies-7-gm/,manual,127.5,,manual,112.5,,manual,127.5,,MINNIES,simple,visible,Grocery &amp; Food Cupboard,"CHILLI,SAUCE",publish,color,,no,no,no,,outofstock,112.5,,DRSAU0396,yes,0,no,taxable,standard
5154,CHEESE GRANA PADANO DOP GALBANI (1 KG - 2 KG),,1 - 2 KG [APPROX],31-Dec-69,product,https://shop.ewdc.in/product/cheese-grana-padano-dop-galbani-1-kg-2-kg/,manual,513,,manual,495,,manual,513,,PRESIDENT,simple,visible,Dairy Products,"CHEESE, PROCESSED, SPREAD",publish,color,,no,no,no,,outofstock,495,,CHCHE0366,yes,0,no,taxable,standard
5157,BUTTER UNSALTED PRESIDENT 200 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/butter-unsalted-president-200-gm-2/,manual,42,,manual,30,,manual,42,,PRESIDENT,simple,visible,Dairy Products,"BUTTER, UNSALTED",publish,color,,no,no,no,,outofstock,30,,CHBUT0026,yes,0,no,taxable,standard
5159,BUTTER PORTION UNSALTED PRESIDENT 8 GM,,1 X 25 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/butter-portion-unsalted-president-8-gm/,manual,46,,manual,40,,manual,46,,PRESIDENT,simple,visible,Frozen Foods,"BUTTER, PORTION",publish,color,,no,no,no,,instock,40,,CHBUT0084,yes,33.8,no,taxable,standard
5161,BAGUETTE FRENCH 30 X 290 GM,,1 X 1 CARTON,31-Dec-69,product,https://shop.ewdc.in/product/baguette-french-290-gm/,manual,513,,manual,495,,manual,513,,PROBAKE,simple,visible,Bakery,"BREAD, PRODUCTS",publish,color,,no,no,no,,outofstock,495,,FZBRE0061,yes,0,no,taxable,standard
5163,ICE CREAM CONE SANISSIMO 168 PCS,,1 X 1 CARTON,31-Dec-69,product,https://shop.ewdc.in/product/ice-cream-cone-sanissimo-168-pcs/,manual,191,,manual,185,,manual,191,,SANISSIMO,simple,visible,Chocolate &amp; Confectionery,COOKIES,publish,color,,no,no,no,,outofstock,185,,DRBIS0406,yes,0,no,taxable,standard
5166,RED KIDNEY BEANS SUPERCHEF 500 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/red-kidney-beans-superchef-500-gm/,manual,46,,manual,45,,manual,46,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"KIDNEY, RED",publish,color,,no,no,no,,instock,45,,DRBEN0063,yes,2.4,no,taxable,standard
5168,SEMOLINA SUPERCHEF 500 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/semolina-superchef-500-gm/,manual,26,,manual,25,,manual,26,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,SEMOLINA,publish,color,,no,no,no,,instock,25,,DRCER0258,yes,197.4,no,taxable,standard
5170,TAMARIND SUPERCHEF 500 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/tamarind-superchef-500-gm/,manual,71,,manual,70,,manual,71,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,TAMARIND,publish,color,,no,no,no,,instock,70,,DRFRU0045,yes,12.2,no,taxable,standard
5172,FLOUR BESAN SUPERCHEF 1 KG,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/flour-besan-superchef/,manual,59,,manual,55,,manual,59,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"BESAN, FLOUR",publish,color,,no,no,no,,instock,55,,DRFLO0036,yes,92.4,no,taxable,standard
5175,ALMOND FLAKES SUPERCHEF 1 KG,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/almond-flakes-superchef/,manual,390,,manual,386,,manual,390,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,ALMOND,publish,color,,no,no,no,,instock,386,,DRALM0001,yes,1.2,no,taxable,standard
5178,ALMOND POWDER SUPERCHEF 1 KG,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/almond-powder-superchef/,manual,329,,manual,325,,manual,329,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,ALMOND,publish,color,,no,no,no,,outofstock,325,,DRALM0002,yes,0,no,taxable,standard
5180,ALMOND WHOLE SUPERCHEF 1 KG,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/almond-whole-superchef/,manual,351,,manual,350,,manual,351,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,ALMOND,publish,color,,no,no,no,,instock,350,,DRALM0003,yes,4.4,no,taxable,standard
5183,PRUNES PITTED SUPERCHEF 1 KG,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/prunes-pitted-superchef/,manual,179,,manual,175,,manual,179,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"PITTED, PRUNES",publish,color,,no,no,no,,outofstock,175,,DRFRU0003,yes,0,no,taxable,standard
5185,ALMOND WHOLE SUPERCHEF 100 GM,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/almond-whole-superchef-100-gm/,manual,47,,manual,45,,manual,47,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,ALMOND,publish,color,,no,no,no,,instock,45,,DRNUT0098,yes,1,no,taxable,standard
5187,WALNUT WITHOUT SHELL SUPERCHEF 100 GM,,1 X 1 PIECE,31-Dec-69,product,https://shop.ewdc.in/product/walnut-w-out-shell-superchef-100-gm/,manual,51,,manual,50,,manual,51,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"W/OUT, WALNUT",publish,color,,no,no,no,,instock,50,,DRNUT0109,yes,33.8,no,taxable,standard
5190,PEANUT RAW SUPERCHEF 1 KG,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/peanut-raw-superchef-1-kg/,manual,89,,manual,85,,manual,89,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"PEANUT, RAW",publish,color,,no,no,no,,instock,85,,DRPEA0002,yes,39.4,no,taxable,standard
5193,CHICK PEAS WHITE 9MM DRIED SUPERCHEF 1 KG,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/chick-peas-white-9mm-dried-superchef-1-kg/,manual,64,,manual,60,,manual,64,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"CHICK, PEAS",publish,color,,no,no,no,,instock,60,,DRPEA0006,yes,46,no,taxable,standard
5196,SEEDS MUSTARD SUPERCHEF 1 KG,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/seeds-mustard-superchef-1-kg/,manual,54,,manual,50,,manual,54,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"MUSTARD, SEEDS",publish,color,,no,no,no,,instock,50,,DRSED0010,yes,16.4,no,taxable,standard
5199,SEEDS PUMPKIN SUPERCHEF 1 KG,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/seeds-pumpkin-superchef-1-kg/,manual,287,,manual,285,,manual,287,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"PUMPKIN, SEEDS",publish,color,,no,no,no,,instock,285,,DRSED0025,yes,1.6,no,taxable,standard
5201,SEEDS CUMIN SUPERCHEF 200 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/seeds-cumin-superchef-200-gm/,manual,37,,manual,35,,manual,37,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"CUMIN, SEEDS",publish,color,,no,no,no,,instock,35,,DRSED0031,yes,196.4,no,taxable,standard
5203,SEEDS MUSTARD SUPERCHEF 200 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/seeds-mustard-superchef-200-gm/,manual,16,,manual,14,,manual,16,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"MUSTARD, SEEDS",publish,color,,no,no,no,,instock,14,,DRSED0032,yes,4,no,taxable,standard
5205,SEEDS FENNEL SUPERCHEF 200 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/seeds-fennel-superchef-200-gm/,manual,27,,manual,25,,manual,27,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"FENNEL, SEEDS",publish,color,,no,no,no,,instock,25,,DRSED0033,yes,202,no,taxable,standard
5207,APRICOT DRIED SUPERCHEF 200 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/apricot-dried-superchef-200-gm/,manual,51,,manual,49,,manual,51,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,APRICOT,publish,color,,no,no,no,,instock,49,,DRSPC0130,yes,16,no,taxable,standard
5210,WALNUT WITHOUT SHELL SUPERCHEF 1 KG,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/walnut-w-out-shell-superchef-1-kg/,manual,347,,manual,345,,manual,347,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,WALNUT,publish,color,,no,no,no,,instock,345,,DRWAL0002,yes,28,no,taxable,standard
5212,ALMOND POWDER SUPERCHEF 500 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/almond-powder-superchef-500-gm/,manual,181,,manual,180,,manual,181,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,ALMOND,publish,color,,no,no,no,,outofstock,180,,DRALM0029,yes,0,no,taxable,standard
5214,APRICOT DRY SUPERCHEF 500 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/apricot-dry-superchef-500-gm/,manual,111,,manual,110,,manual,111,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,APRICOT,publish,color,,no,no,no,,outofstock,110,,DRAPR0004,yes,0,no,taxable,standard
5216,PRUNES PITTED SUPERCHEF 500 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/prunes-pitted-superchef-500-gm/,manual,101,,manual,100,,manual,101,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"PITTED, PRUNES",publish,color,,no,no,no,,instock,100,,DRFRU0059,yes,48.8,no,taxable,standard
5219,RAISIN YELLOW (GOLDEN) SUPERCHEF 500 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/raisin-yellow-golden-superchef-500-gm/,manual,66,,manual,65,,manual,66,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"RAISIN, YELLOW",publish,color,,no,no,no,,outofstock,65,,DRFRU0060,yes,0,no,taxable,standard
5221,CASHEWNUT WHOLE SUPERCHEF 500 GM,,1 X 1 PACKET,31-Dec-69,product,https://shop.ewdc.in/product/cashewnut-whole-superchef-500-gm/,manual,211,,manual,210,,manual,211,,SUPERCHEF,simple,visible,Grocery &amp; Food Cupboard,"CASHEWNUT, WHOLE",publish,color,,no,no,no,,instock,210,,DRNUT0094,yes,82.4,no,taxable,standard
